Year,Month,Species,HTAP Sector, Emissions (megagrams) , Country 
2002,2,NH3,HTAP_9_Fires," 10,542.57 ",USA
2002,2,NH3,USA_Total," 100,683.90 ",USA
2002,2,NOX,HTAP_2.1_Domestic_Aviation," 8,316.18 ",USA
2002,2,NOX,HTAP_3_Energy," 326,819.15 ",USA
2002,2,NOX,HTAP_4.1_Industry," 175,793.95 ",USA
2002,2,NOX,HTAP_4.2_Fugitive," 46,806.15 ",USA
2002,2,NOX,HTAP_4.3_Solvents, 39.69 ,USA
2002,2,NOX,HTAP_5.1_Road_Transport," 904,876.51 ",USA
2002,2,NOX,HTAP_5.2_Brake_and_Tyre_wear, -   ,USA
2002,2,NOX,HTAP_5.3_Domestic_shipping," 11,565.76 ",USA
2002,2,NOX,HTAP_5.4_Other_ground_transport," 58,149.20 ",USA
2002,2,NOX,HTAP_6_Residential," 194,364.42 ",USA
2002,2,NOX,HTAP_7_Waste," 4,555.43 ",USA
2002,2,NOX,HTAP_8.1_Agricultural_waste_burning," 1,085.17 ",USA
2002,2,NOX,HTAP_8.2_Agriculture_livestock, -   ,USA
2002,2,NOX,HTAP_8.3_Agriculture_crops, 38.17 ,USA
2002,2,NOX,HTAP_9_Fires," 11,625.26 ",USA
2002,2,NOX,USA_Total," 1,744,035.02 ",USA
2002,2,OC,HTAP_2.1_Domestic_Aviation, 129.32 ,USA
2002,2,OC,HTAP_3_Energy," 1,660.34 ",USA
2002,2,OC,HTAP_4.1_Industry," 9,967.71 ",USA
2002,2,OC,HTAP_4.2_Fugitive, 431.20 ,USA
2002,2,OC,HTAP_4.3_Solvents, 45.89 ,USA
2002,2,OC,HTAP_5.1_Road_Transport," 12,378.70 ",USA
2002,2,OC,HTAP_5.2_Brake_and_Tyre_wear, 303.93 ,USA
2002,2,OC,HTAP_5.3_Domestic_shipping, 54.37 ,USA
2002,2,OC,HTAP_5.4_Other_ground_transport, 364.95 ,USA
2002,2,OC,HTAP_6_Residential," 23,381.14 ",USA
2002,2,OC,HTAP_7_Waste," 6,317.99 ",USA
2002,2,OC,HTAP_8.1_Agricultural_waste_burning, 545.67 ,USA
2002,2,OC,HTAP_8.2_Agriculture_livestock," 1,526.99 ",USA
2002,2,OC,HTAP_8.3_Agriculture_crops, 769.31 ,USA
2002,2,OC,HTAP_9_Fires," 27,079.11 ",USA
2002,2,OC,USA_Total," 84,956.62 ",USA
2002,2,PM10,HTAP_2.1_Domestic_Aviation, 792.89 ,USA
2002,2,PM10,HTAP_3_Energy," 40,452.06 ",USA
2002,2,PM10,HTAP_4.1_Industry," 134,934.93 ",USA
2002,2,PM10,HTAP_4.2_Fugitive," 2,935.80 ",USA
2002,2,PM10,HTAP_4.3_Solvents, 106.11 ,USA
2002,2,PM10,HTAP_5.1_Road_Transport," 738,651.84 ",USA
2002,2,PM10,HTAP_5.2_Brake_and_Tyre_wear," 8,172.78 ",USA
2002,2,PM10,HTAP_5.3_Domestic_shipping, 318.76 ,USA
2002,2,PM10,HTAP_5.4_Other_ground_transport," 2,147.32 ",USA
2002,2,PM10,HTAP_6_Residential," 56,148.59 ",USA
2002,2,PM10,HTAP_7_Waste," 18,447.94 ",USA
2002,2,PM10,HTAP_8.1_Agricultural_waste_burning," 2,776.78 ",USA
2002,2,PM10,HTAP_8.2_Agriculture_livestock," 24,623.18 ",USA
2002,2,PM10,HTAP_8.3_Agriculture_crops," 124,913.95 ",USA
2002,2,PM10,HTAP_9_Fires," 67,627.75 ",USA
2002,2,PM10,USA_Total," 1,223,050.70 ",USA
2002,2,PM2_5,HTAP_2.1_Domestic_Aviation, 684.76 ,USA
2002,2,PM2_5,HTAP_3_Energy," 32,947.92 ",USA
2002,2,PM2_5,HTAP_4.1_Industry," 48,760.33 ",USA
2002,2,PM2_5,HTAP_4.2_Fugitive," 2,560.40 ",USA
2002,2,PM2_5,HTAP_4.3_Solvents, 77.17 ,USA
2002,2,PM2_5,HTAP_5.1_Road_Transport," 107,371.77 ",USA
2002,2,PM2_5,HTAP_5.2_Brake_and_Tyre_wear," 1,393.31 ",USA
2002,2,PM2_5,HTAP_5.3_Domestic_shipping, 309.64 ,USA
2002,2,PM2_5,HTAP_5.4_Other_ground_transport," 2,078.29 ",USA
2002,2,PM2_5,HTAP_6_Residential," 51,807.53 ",USA
2002,2,PM2_5,HTAP_7_Waste," 16,638.97 ",USA
2002,2,PM2_5,HTAP_8.1_Agricultural_waste_burning," 1,405.64 ",USA
2002,2,PM2_5,HTAP_8.2_Agriculture_livestock," 4,797.46 ",USA
2002,2,PM2_5,HTAP_8.3_Agriculture_crops," 24,919.21 ",USA
2002,2,PM2_5,HTAP_9_Fires," 57,272.80 ",USA
2002,2,PM2_5,USA_Total," 353,025.20 ",USA
2002,2,SO2,HTAP_2.1_Domestic_Aviation," 1,067.06 ",USA
2002,2,SO2,HTAP_3_Energy," 687,722.01 ",USA
2002,2,SO2,HTAP_4.1_Industry," 170,094.03 ",USA
2002,2,SO2,HTAP_4.2_Fugitive," 28,359.81 ",USA
2002,2,SO2,HTAP_4.3_Solvents, 91.47 ,USA
2002,2,SO2,HTAP_5.1_Road_Transport," 16,176.72 ",USA
2002,2,SO2,HTAP_5.2_Brake_and_Tyre_wear, -   ,USA
2002,2,SO2,HTAP_5.3_Domestic_shipping," 14,043.85 ",USA
2002,2,SO2,HTAP_5.4_Other_ground_transport," 10,300.74 ",USA
2002,2,SO2,HTAP_6_Residential," 67,144.67 ",USA
2002,2,SO2,HTAP_7_Waste," 1,724.39 ",USA
2002,2,SO2,HTAP_8.1_Agricultural_waste_burning, 491.25 ,USA
2002,2,SO2,HTAP_8.2_Agriculture_livestock, -   ,USA
2002,2,SO2,HTAP_8.3_Agriculture_crops, 161.66 ,USA
2002,2,SO2,HTAP_9_Fires," 5,613.26 ",USA
2002,2,SO2,USA_Total," 1,002,990.93 ",USA
2002,2,VOC,HTAP_2.1_Domestic_Aviation," 3,914.43 ",USA
2002,2,VOC,HTAP_3_Energy," 3,212.59 ",USA
2002,2,VOC,HTAP_4.1_Industry," 62,130.58 ",USA
2002,2,VOC,HTAP_4.2_Fugitive," 208,263.33 ",USA
2002,2,VOC,HTAP_4.3_Solvents," 241,875.43 ",USA
2002,2,VOC,HTAP_5.1_Road_Transport," 312,227.16 ",USA
2002,2,VOC,HTAP_5.2_Brake_and_Tyre_wear, 81.03 ,USA
2002,2,VOC,HTAP_5.3_Domestic_shipping, 423.50 ,USA
2002,2,VOC,HTAP_5.4_Other_ground_transport," 3,509.67 ",USA
2002,2,VOC,HTAP_6_Residential," 191,440.68 ",USA
2002,2,VOC,HTAP_7_Waste," 13,410.56 ",USA
2002,2,VOC,HTAP_8.1_Agricultural_waste_burning," 3,140.30 ",USA
2002,2,VOC,HTAP_8.2_Agriculture_livestock," 5,205.95 ",USA
2002,2,VOC,HTAP_8.3_Agriculture_crops, 39.32 ,USA
2002,2,VOC,HTAP_9_Fires," 151,619.40 ",USA
2002,2,VOC,USA_Total," 1,200,493.95 ",USA
2002,3,CO,HTAP_2.1_Domestic_Aviation," 43,254.07 ",USA
2002,3,CO,HTAP_3_Energy," 46,242.52 ",USA
2002,3,CO,HTAP_4.1_Industry," 242,410.09 ",USA
2002,3,CO,HTAP_4.2_Fugitive," 59,530.20 ",USA
2002,3,CO,HTAP_4.3_Solvents, 135.99 ,USA
2002,3,CO,HTAP_5.1_Road_Transport," 4,418,033.10 ",USA
2002,3,CO,HTAP_5.2_Brake_and_Tyre_wear, -   ,USA
2002,3,CO,HTAP_5.3_Domestic_shipping," 1,908.50 ",USA
2002,3,CO,HTAP_5.4_Other_ground_transport," 7,642.47 ",USA
2002,3,CO,HTAP_6_Residential," 1,772,805.03 ",USA
2002,3,CO,HTAP_7_Waste," 141,960.92 ",USA
2002,3,CO,HTAP_8.1_Agricultural_waste_burning," 31,612.25 ",USA
2002,3,CO,HTAP_8.2_Agriculture_livestock, -   ,USA
2002,3,CO,HTAP_8.3_Agriculture_crops," 1,094.99 ",USA
2002,3,CO,HTAP_9_Fires," 875,391.82 ",USA
2002,3,CO,USA_Total," 7,642,021.96 ",USA
2002,3,EC,HTAP_2.1_Domestic_Aviation, 280.12 ,USA
2002,3,EC,HTAP_3_Energy," 1,627.10 ",USA
2002,3,EC,HTAP_4.1_Industry," 1,392.63 ",USA
2002,3,EC,HTAP_4.2_Fugitive, 118.52 ,USA
2002,3,EC,HTAP_4.3_Solvents, 0.03 ,USA
2002,3,EC,HTAP_5.1_Road_Transport," 13,502.81 ",USA
2002,3,EC,HTAP_5.2_Brake_and_Tyre_wear, 130.31 ,USA
2002,3,EC,HTAP_5.3_Domestic_shipping, 277.61 ,USA
2002,3,EC,HTAP_5.4_Other_ground_transport," 1,712.84 ",USA
2002,3,EC,HTAP_6_Residential," 11,121.77 ",USA
2002,3,EC,HTAP_7_Waste," 2,157.37 ",USA
2002,3,EC,HTAP_8.1_Agricultural_waste_burning, 273.42 ,USA
2002,3,EC,HTAP_8.2_Agriculture_livestock, 431.76 ,USA
2002,3,EC,HTAP_8.3_Agriculture_crops, 19.03 ,USA
2002,3,EC,HTAP_9_Fires," 3,522.55 ",USA
2002,3,EC,USA_Total," 36,567.86 ",USA
2002,3,NH3,HTAP_2.1_Domestic_Aviation, -   ,USA
2002,3,NH3,HTAP_3_Energy," 2,227.21 ",USA
2002,3,NH3,HTAP_4.1_Industry," 11,189.03 ",USA
2002,3,NH3,HTAP_4.2_Fugitive, 253.32 ,USA
2002,3,NH3,HTAP_4.3_Solvents, -   ,USA
2002,3,NH3,HTAP_5.1_Road_Transport," 12,878.12 ",USA
2002,3,NH3,HTAP_5.2_Brake_and_Tyre_wear, -   ,USA
2002,3,NH3,HTAP_5.3_Domestic_shipping, 6.93 ,USA
2002,3,NH3,HTAP_5.4_Other_ground_transport, 23.72 ,USA
2002,3,NH3,HTAP_6_Residential," 2,814.20 ",USA
2002,3,NH3,HTAP_7_Waste," 1,386.67 ",USA
2002,3,NH3,HTAP_8.1_Agricultural_waste_burning," 7,114.84 ",USA
2002,3,NH3,HTAP_8.2_Agriculture_livestock," 86,788.40 ",USA
2002,3,NH3,HTAP_8.3_Agriculture_crops, -   ,USA
2002,3,NH3,HTAP_9_Fires," 14,288.84 ",USA
2002,3,NH3,USA_Total," 138,971.26 ",USA
2002,3,NOX,HTAP_2.1_Domestic_Aviation," 9,879.17 ",USA
2002,3,NOX,HTAP_3_Energy," 357,727.03 ",USA
2002,3,NOX,HTAP_4.1_Industry," 195,225.13 ",USA
2002,3,NOX,HTAP_4.2_Fugitive," 51,923.46 ",USA
2002,3,NOX,HTAP_4.3_Solvents, 45.35 ,USA
2002,3,NOX,HTAP_5.1_Road_Transport," 978,012.59 ",USA
2002,3,NOX,HTAP_5.2_Brake_and_Tyre_wear, -   ,USA
2002,3,NOX,HTAP_5.3_Domestic_shipping," 13,474.76 ",USA
2002,3,NOX,HTAP_5.4_Other_ground_transport," 62,152.72 ",USA
2002,3,NOX,HTAP_6_Residential," 209,215.60 ",USA
2002,3,NOX,HTAP_7_Waste," 5,407.66 ",USA
2002,3,NOX,HTAP_8.1_Agricultural_waste_burning," 1,319.29 ",USA
2002,3,NOX,HTAP_8.2_Agriculture_livestock, -   ,USA
2002,3,NOX,HTAP_8.3_Agriculture_crops, 42.26 ,USA
2002,3,NOX,HTAP_9_Fires," 16,753.62 ",USA
2002,3,NOX,USA_Total," 1,901,178.64 ",USA
2002,3,OC,HTAP_2.1_Domestic_Aviation, 153.62 ,USA
2002,3,OC,HTAP_3_Energy," 1,846.57 ",USA
2002,3,OC,HTAP_4.1_Industry," 10,427.53 ",USA
2002,3,OC,HTAP_4.2_Fugitive, 477.98 ,USA
2002,3,OC,HTAP_4.3_Solvents, 54.91 ,USA
2002,3,OC,HTAP_5.1_Road_Transport," 13,649.51 ",USA
2002,3,OC,HTAP_5.2_Brake_and_Tyre_wear, 335.55 ,USA
2002,3,OC,HTAP_5.3_Domestic_shipping, 63.21 ,USA
2002,3,OC,HTAP_5.4_Other_ground_transport, 390.01 ,USA
2002,3,OC,HTAP_6_Residential," 24,815.41 ",USA
2002,3,OC,HTAP_7_Waste," 7,711.07 ",USA
2002,3,OC,HTAP_8.1_Agricultural_waste_burning, 973.79 ,USA
2002,3,OC,HTAP_8.2_Agriculture_livestock," 2,663.32 ",USA
2002,3,OC,HTAP_8.3_Agriculture_crops," 1,319.06 ",USA
2002,3,OC,HTAP_9_Fires," 38,843.37 ",USA
2002,3,OC,USA_Total," 103,724.89 ",USA
2002,3,PM10,HTAP_2.1_Domestic_Aviation, 941.87 ,USA
2002,3,PM10,HTAP_3_Energy," 44,927.04 ",USA
2002,3,PM10,HTAP_4.1_Industry," 188,391.44 ",USA
2002,3,PM10,HTAP_4.2_Fugitive," 3,237.31 ",USA
2002,3,PM10,HTAP_4.3_Solvents, 124.89 ,USA
2002,3,PM10,HTAP_5.1_Road_Transport," 830,100.24 ",USA
2002,3,PM10,HTAP_5.2_Brake_and_Tyre_wear," 9,005.75 ",USA
2002,3,PM10,HTAP_5.3_Domestic_shipping, 370.56 ,USA
2002,3,PM10,HTAP_5.4_Other_ground_transport," 2,294.78 ",USA
2002,3,PM10,HTAP_6_Residential," 59,947.97 ",USA
2002,3,PM10,HTAP_7_Waste," 22,491.30 ",USA
2002,3,PM10,HTAP_8.1_Agricultural_waste_burning," 4,258.79 ",USA
2002,3,PM10,HTAP_8.2_Agriculture_livestock," 43,085.50 ",USA
2002,3,PM10,HTAP_8.3_Agriculture_crops," 214,330.40 ",USA
2002,3,PM10,HTAP_9_Fires," 95,701.73 ",USA
2002,3,PM10,USA_Total," 1,519,209.59 ",USA
2002,3,PM2_5,HTAP_2.1_Domestic_Aviation, 813.43 ,USA
2002,3,PM2_5,HTAP_3_Energy," 36,668.66 ",USA
2002,3,PM2_5,HTAP_4.1_Industry," 56,449.96 ",USA
2002,3,PM2_5,HTAP_4.2_Fugitive," 2,820.67 ",USA
2002,3,PM2_5,HTAP_4.3_Solvents, 92.24 ,USA
2002,3,PM2_5,HTAP_5.1_Road_Transport," 119,892.55 ",USA
2002,3,PM2_5,HTAP_5.2_Brake_and_Tyre_wear," 1,532.29 ",USA
2002,3,PM2_5,HTAP_5.3_Domestic_shipping, 359.97 ,USA
2002,3,PM2_5,HTAP_5.4_Other_ground_transport," 2,221.00 ",USA
2002,3,PM2_5,HTAP_6_Residential," 56,170.58 ",USA
