Sulfur Content,,,,,,,,,,,,,
Pollutant: SO2,,,,,,,,,,,,,
Scenario: ECLIPSE_V5a_CLE_base (ID: ECLIPSE_V5a_CLE_base),,,,,,,,,,,,,
Region: India (all GAINS Regions),,,,,,,,,,,,,
UserID: zig,,,,,,,,,,,,,
Unit: [%],,,,,,,,,,,,,
cou_abb,reg_abb,fuel,CON_COMB,PP_EX_WB,PP_EX_OTH,PP_NEW,PP_IGCC,DOM,TRA_RD,TRA_OT,TRA_OTS,IN_BO,IN_OC
INDI,ANPR,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,ANPR,MD,0.5,n.a,0.5,0.5,n.a,0.5,0.5,0.5,0.5,0.5,0.5
INDI,ANPR,GSL,0.2,n.a,0.2,0.2,n.a,0.2,0.2,0.2,n.a,0.2,0.2
INDI,ANPR,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,ANPR,SUM,8.89,1.6,8.882,8.882,0,8.832,0.702,7.752,4.3,8.792,8.792
INDI,ASSA,BC1,1,n.a,1,1,n.a,1,n.a,1,n.a,1,1
INDI,ASSA,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
INDI,ASSA,HC1,0.5,0.6,0.6,0.6,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,ASSA,HC2,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,ASSA,HC3,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,ASSA,DC,0.75,n.a,0.75,0.75,n.a,0.75,n.a,0.75,n.a,0.75,0.75
INDI,ASSA,OS1,0.01,n.a,0.01,0.01,n.a,0.02,n.a,n.a,n.a,0.01,0.01
INDI,ASSA,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,ASSA,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,ASSA,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,ASSA,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,ASSA,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,ASSA,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,ASSA,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,ASSA,OS2,0.03,n.a,0.03,0.03,n.a,0.05,n.a,n.a,n.a,0.03,0.03
INDI,ASSA,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,ASSA,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,ASSA,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,ASSA,GAS,0.1,n.a,0.002,0.002,n.a,0.002,0.002,0.002,n.a,0.002,0.002
INDI,ASSA,HF,3.8,n.a,3.8,3.8,n.a,3.8,n.a,3.8,3.8,3.8,3.8
INDI,ASSA,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,ASSA,MD,0.5,n.a,0.5,0.5,n.a,0.5,0.5,0.5,0.5,0.5,0.5
INDI,ASSA,GSL,0.2,n.a,0.2,0.2,n.a,0.2,0.2,0.2,n.a,0.2,0.2
INDI,ASSA,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,ASSA,SUM,8.89,1.6,8.892,8.892,0,8.822,0.702,7.752,4.3,8.792,8.792
INDI,BIHA,BC1,1,n.a,1,1,n.a,1,n.a,1,n.a,1,1
INDI,BIHA,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
INDI,BIHA,HC1,0.5,0.6,0.6,0.6,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,BIHA,HC2,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,BIHA,HC3,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,BIHA,DC,0.75,n.a,0.75,0.75,n.a,0.75,n.a,0.75,n.a,0.75,0.75
INDI,BIHA,OS1,0.01,n.a,0,0,n.a,0.02,n.a,n.a,n.a,0.01,0.01
INDI,BIHA,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,BIHA,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,BIHA,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,BIHA,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,BIHA,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,BIHA,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,BIHA,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,BIHA,OS2,0.03,n.a,0.03,0.03,n.a,0.07,n.a,n.a,n.a,0.03,0.03
INDI,BIHA,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,BIHA,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,BIHA,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,BIHA,GAS,0.1,n.a,0.002,0.002,n.a,0.002,0.002,0.002,n.a,0.002,0.002
INDI,BIHA,HF,3.8,n.a,3.8,3.8,n.a,3.8,n.a,3.8,3.8,3.8,3.8
INDI,BIHA,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,BIHA,MD,0.5,n.a,0.5,0.5,n.a,0.5,0.5,0.5,0.5,0.5,0.5
INDI,BIHA,GSL,0.2,n.a,0.2,0.2,n.a,0.2,0.2,0.2,n.a,0.2,0.2
INDI,BIHA,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,BIHA,SUM,8.89,1.6,8.882,8.882,0,8.842,0.702,7.752,4.3,8.792,8.792
INDI,CHHA,BC1,1,n.a,1,1,n.a,1,n.a,1,n.a,1,1
INDI,CHHA,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
INDI,CHHA,HC1,0.5,0.6,0.6,0.6,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,CHHA,HC2,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,CHHA,HC3,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,CHHA,DC,0.75,n.a,0.75,0.75,n.a,0.75,n.a,0.75,n.a,0.75,0.75
INDI,CHHA,OS1,0.01,n.a,0,0,n.a,0.02,n.a,n.a,n.a,0.01,0.01
INDI,CHHA,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,CHHA,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,CHHA,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,CHHA,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,CHHA,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,CHHA,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,CHHA,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,CHHA,OS2,0.03,n.a,0.03,0.03,n.a,0.05,n.a,n.a,n.a,0.03,0.03
INDI,CHHA,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,CHHA,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,CHHA,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,CHHA,GAS,0.1,n.a,0.002,0.002,n.a,0.002,0.002,0.002,n.a,0.002,0.002
INDI,CHHA,HF,3.8,n.a,3.8,3.8,n.a,3.8,n.a,3.8,3.8,3.8,3.8
INDI,CHHA,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,CHHA,MD,0.5,n.a,0.5,0.5,n.a,0.5,0.5,0.5,0.5,0.5,0.5
INDI,CHHA,GSL,0.2,n.a,0.2,0.2,n.a,0.2,0.2,0.2,n.a,0.2,0.2
INDI,CHHA,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,CHHA,SUM,8.89,1.6,8.882,8.882,0,8.822,0.702,7.752,4.3,8.792,8.792
INDI,DELH,BC1,1,n.a,1,1,n.a,1,n.a,1,n.a,1,1
INDI,DELH,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
INDI,DELH,HC1,0.5,0.6,0.6,0.6,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,DELH,HC2,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,DELH,HC3,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,DELH,DC,0.75,n.a,0.75,0.75,n.a,0.75,n.a,0.75,n.a,0.75,0.75
INDI,DELH,OS1,0.01,n.a,0.01,0.01,n.a,0.02,n.a,n.a,n.a,0.01,0.01
INDI,DELH,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,DELH,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,DELH,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,DELH,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,DELH,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,DELH,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,DELH,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,DELH,OS2,0.03,n.a,0.03,0.03,n.a,0.07,n.a,n.a,n.a,0.03,0.03
INDI,DELH,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,DELH,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,DELH,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,DELH,GAS,0.1,n.a,0.002,0.002,n.a,0.002,0.002,0.002,n.a,0.002,0.002
INDI,DELH,HF,3.8,n.a,3.8,3.8,n.a,3.8,n.a,3.8,3.8,3.8,3.8
INDI,DELH,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,DELH,MD,0.5,n.a,0.5,0.5,n.a,0.5,0.5,0.5,0.5,0.5,0.5
INDI,DELH,GSL,0.2,n.a,0.2,0.2,n.a,0.2,0.2,0.2,n.a,0.2,0.2
INDI,DELH,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,DELH,SUM,8.89,1.6,8.892,8.892,0,8.842,0.702,7.752,4.3,8.792,8.792
INDI,GOA,BC1,1,n.a,1,1,n.a,1,n.a,1,n.a,1,1
INDI,GOA,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
INDI,GOA,HC1,0.5,0.6,0.6,0.6,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,GOA,HC2,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,GOA,HC3,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,GOA,DC,0.75,n.a,0.75,0.75,n.a,0.75,n.a,0.75,n.a,0.75,0.75
INDI,GOA,OS1,0.01,n.a,0,0,n.a,0.02,n.a,n.a,n.a,0.01,0.01
INDI,GOA,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,GOA,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,GOA,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,GOA,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,GOA,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,GOA,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,GOA,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,GOA,OS2,0.03,n.a,0.03,0.03,n.a,0.03,n.a,n.a,n.a,0.03,0.03
INDI,GOA,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,GOA,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,GOA,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,GOA,GAS,0.1,n.a,0.002,0.002,n.a,0.002,0.002,0.002,n.a,0.002,0.002
INDI,GOA,HF,3.8,n.a,3.8,3.8,n.a,3.8,n.a,3.8,3.8,3.8,3.8
INDI,GOA,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,GOA,MD,0.5,n.a,0.5,0.5,n.a,0.5,0.5,0.5,0.5,0.5,0.5
INDI,GOA,GSL,0.2,n.a,0.2,0.2,n.a,0.2,0.2,0.2,n.a,0.2,0.2
INDI,GOA,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,GOA,SUM,8.89,1.6,8.882,8.882,0,8.802,0.702,7.752,4.3,8.792,8.792
INDI,GUJA,BC1,1,n.a,1,1,n.a,1,n.a,1,n.a,1,1
INDI,GUJA,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
INDI,GUJA,HC1,0.5,0.6,0.6,0.6,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,GUJA,HC2,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,GUJA,HC3,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,GUJA,DC,0.75,n.a,0.75,0.75,n.a,0.75,n.a,0.75,n.a,0.75,0.75
INDI,GUJA,OS1,0.01,n.a,0,0,n.a,0.02,n.a,n.a,n.a,0.01,0.01
INDI,GUJA,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,GUJA,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,GUJA,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,GUJA,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,GUJA,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,GUJA,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,GUJA,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,GUJA,OS2,0.03,n.a,0.03,0.03,n.a,0.04,n.a,n.a,n.a,0.03,0.03
INDI,GUJA,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,GUJA,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,GUJA,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,GUJA,GAS,0.1,n.a,0.002,0.002,n.a,0.002,0.002,0.002,n.a,0.002,0.002
INDI,GUJA,HF,3.8,n.a,3.8,3.8,n.a,3.8,n.a,3.8,3.8,3.8,3.8
INDI,GUJA,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,GUJA,MD,0.5,n.a,0.5,0.5,n.a,0.5,0.5,0.5,0.5,0.5,0.5
INDI,GUJA,GSL,0.2,n.a,0.2,0.2,n.a,0.2,0.2,0.2,n.a,0.2,0.2
INDI,GUJA,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,GUJA,SUM,8.89,1.6,8.882,8.882,0,8.812,0.702,7.752,4.3,8.792,8.792
INDI,HARY,BC1,1,n.a,1,1,n.a,1,n.a,1,n.a,1,1
INDI,HARY,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
INDI,HARY,HC1,0.5,0.6,0.6,0.6,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,HARY,HC2,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,HARY,HC3,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,HARY,DC,0.75,n.a,0.75,0.75,n.a,0.75,n.a,0.75,n.a,0.75,0.75
INDI,HARY,OS1,0.01,n.a,0,0,n.a,0.02,n.a,n.a,n.a,0.01,0.01
INDI,HARY,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,HARY,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,HARY,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,HARY,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,HARY,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,HARY,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,HARY,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,HARY,OS2,0.03,n.a,0.03,0.03,n.a,0.07,n.a,n.a,n.a,0.03,0.03
INDI,HARY,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,HARY,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,HARY,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,HARY,GAS,0.1,n.a,0.002,0.002,n.a,0.002,0.002,0.002,n.a,0.002,0.002
INDI,HARY,HF,3.8,n.a,3.8,3.8,n.a,3.8,n.a,3.8,3.8,3.8,3.8
INDI,HARY,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,HARY,MD,0.5,n.a,0.5,0.5,n.a,0.5,0.5,0.5,0.5,0.5,0.5
INDI,HARY,GSL,0.2,n.a,0.2,0.2,n.a,0.2,0.2,0.2,n.a,0.2,0.2
INDI,HARY,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,HARY,SUM,8.89,1.6,8.882,8.882,0,8.842,0.702,7.752,4.3,8.792,8.792
INDI,HIPR,BC1,1,n.a,1,1,n.a,1,n.a,1,n.a,1,1
INDI,HIPR,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
INDI,HIPR,HC1,0.5,0.6,0.6,0.6,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,HIPR,HC2,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,HIPR,HC3,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,HIPR,DC,0.75,n.a,0.75,0.75,n.a,0.75,n.a,0.75,n.a,0.75,0.75
INDI,HIPR,OS1,0.01,n.a,0.01,0.01,n.a,0.02,n.a,n.a,n.a,0.01,0.01
INDI,HIPR,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,HIPR,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,HIPR,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,HIPR,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,HIPR,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,HIPR,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,HIPR,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,HIPR,OS2,0.03,n.a,0.03,0.03,n.a,0.03,n.a,n.a,n.a,0.03,0.03
INDI,HIPR,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,HIPR,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,HIPR,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,HIPR,GAS,0.1,n.a,0.002,0.002,n.a,0.002,0.002,0.002,n.a,0.002,0.002
INDI,HIPR,HF,3.8,n.a,3.8,3.8,n.a,3.8,n.a,3.8,3.8,3.8,3.8
INDI,HIPR,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,HIPR,MD,0.5,n.a,0.5,0.5,n.a,0.5,0.5,0.5,0.5,0.5,0.5
INDI,HIPR,GSL,0.2,n.a,0.2,0.2,n.a,0.2,0.2,0.2,n.a,0.2,0.2
INDI,HIPR,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,HIPR,SUM,8.89,1.6,8.892,8.892,0,8.802,0.702,7.752,4.3,8.792,8.792
INDI,WHIM,BC1,1,n.a,1,1,n.a,1,n.a,1,n.a,1,1
INDI,WHIM,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
INDI,WHIM,HC1,0.5,0.6,0.6,0.6,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,WHIM,HC2,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,WHIM,HC3,0.5,0.5,0.5,0.5,n.a,0.5,n.a,0.5,n.a,0.5,0.5
INDI,WHIM,DC,0.75,n.a,0.75,0.75,n.a,0.75,n.a,0.75,n.a,0.75,0.75
INDI,WHIM,OS1,0.01,n.a,0.01,0.01,n.a,0.02,n.a,n.a,n.a,0.01,0.01
INDI,WHIM,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,WHIM,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,WHIM,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,WHIM,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,WHIM,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,WHIM,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,WHIM,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,WHIM,OS2,0.03,n.a,0.03,0.03,n.a,0.03,n.a,n.a,n.a,0.03,0.03
INDI,WHIM,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
INDI,WHIM,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
