em,sector,year,proxy_file,proxybackup_file
BC,SHP,1921,BC_1921_SHP,global_proxy
BC,SHP,1922,BC_1922_SHP,global_proxy
BC,SHP,1923,BC_1923_SHP,global_proxy
BC,SHP,1924,BC_1924_SHP,global_proxy
BC,SHP,1925,BC_1925_SHP,global_proxy
BC,SHP,1926,BC_1926_SHP,global_proxy
BC,SHP,1927,BC_1927_SHP,global_proxy
BC,SHP,1928,BC_1928_SHP,global_proxy
BC,SHP,1929,BC_1929_SHP,global_proxy
BC,SHP,1930,BC_1930_SHP,global_proxy
BC,SHP,1931,BC_1931_SHP,global_proxy
BC,SHP,1932,BC_1932_SHP,global_proxy
BC,SHP,1933,BC_1933_SHP,global_proxy
BC,SHP,1934,BC_1934_SHP,global_proxy
BC,SHP,1935,BC_1935_SHP,global_proxy
BC,SHP,1936,BC_1936_SHP,global_proxy
BC,SHP,1937,BC_1937_SHP,global_proxy
BC,SHP,1938,BC_1938_SHP,global_proxy
BC,SHP,1939,BC_1939_SHP,global_proxy
BC,SHP,1940,BC_1940_SHP,global_proxy
BC,SHP,1941,BC_1941_SHP,global_proxy
BC,SHP,1942,BC_1942_SHP,global_proxy
BC,SHP,1943,BC_1943_SHP,global_proxy
BC,SHP,1944,BC_1944_SHP,global_proxy
BC,SHP,1945,BC_1945_SHP,global_proxy
BC,SHP,1946,BC_1946_SHP,global_proxy
BC,SHP,1947,BC_1947_SHP,global_proxy
BC,SHP,1948,BC_1948_SHP,global_proxy
BC,SHP,1949,BC_1949_SHP,global_proxy
BC,SHP,1950,BC_1950_SHP,global_proxy
BC,SHP,1951,BC_1951_SHP,global_proxy
BC,SHP,1952,BC_1952_SHP,global_proxy
BC,SHP,1953,BC_1953_SHP,global_proxy
BC,SHP,1954,BC_1954_SHP,global_proxy
BC,SHP,1955,BC_1955_SHP,global_proxy
BC,SHP,1956,BC_1956_SHP,global_proxy
BC,SHP,1957,BC_1957_SHP,global_proxy
BC,SHP,1958,BC_1958_SHP,global_proxy
BC,SHP,1959,BC_1959_SHP,global_proxy
BC,SHP,1960,BC_1960_SHP,global_proxy
BC,SHP,1961,BC_1961_SHP,global_proxy
BC,SHP,1962,BC_1962_SHP,global_proxy
BC,SHP,1963,BC_1963_SHP,global_proxy
BC,SHP,1964,BC_1964_SHP,global_proxy
BC,SHP,1965,BC_1965_SHP,global_proxy
BC,SHP,1966,BC_1966_SHP,global_proxy
BC,SHP,1967,BC_1967_SHP,global_proxy
BC,SHP,1968,BC_1968_SHP,global_proxy
BC,SHP,1969,BC_1969_SHP,global_proxy
BC,SHP,1970,BC_1970_SHP,global_proxy
BC,SHP,1971,BC_1971_SHP,global_proxy
BC,SHP,1972,BC_1972_SHP,global_proxy
BC,SHP,1973,BC_1973_SHP,global_proxy
BC,SHP,1974,BC_1974_SHP,global_proxy
BC,SHP,1975,BC_1975_SHP,global_proxy
BC,SHP,1976,BC_1976_SHP,global_proxy
BC,SHP,1977,BC_1977_SHP,global_proxy
BC,SHP,1978,BC_1978_SHP,global_proxy
BC,SHP,1979,BC_1979_SHP,global_proxy
BC,SHP,1980,BC_1980_SHP,global_proxy
BC,SHP,1981,BC_1981_SHP,global_proxy
BC,SHP,1982,BC_1982_SHP,global_proxy
BC,SHP,1983,BC_1983_SHP,global_proxy
BC,SHP,1984,BC_1984_SHP,global_proxy
BC,SHP,1985,BC_1985_SHP,global_proxy
BC,SHP,1986,BC_1986_SHP,global_proxy
BC,SHP,1987,BC_1987_SHP,global_proxy
BC,SHP,1988,BC_1988_SHP,global_proxy
BC,SHP,1989,BC_1989_SHP,global_proxy
BC,SHP,1990,BC_1990_SHP,global_proxy
BC,SHP,1991,BC_1991_SHP,global_proxy
BC,SHP,1992,BC_1992_SHP,global_proxy
BC,SHP,1993,BC_1993_SHP,global_proxy
BC,SHP,1994,BC_1994_SHP,global_proxy
BC,SHP,1995,BC_1995_SHP,global_proxy
BC,SHP,1996,BC_1996_SHP,global_proxy
BC,SHP,1997,BC_1997_SHP,global_proxy
BC,SHP,1998,BC_1998_SHP,global_proxy
BC,SHP,1999,BC_1999_SHP,global_proxy
BC,SHP,2000,BC_2000_SHP,global_proxy
BC,SHP,2001,BC_2001_SHP,global_proxy
BC,SHP,2002,BC_2002_SHP,global_proxy
BC,SHP,2003,BC_2003_SHP,global_proxy
BC,SHP,2004,BC_2004_SHP,global_proxy
BC,SHP,2005,BC_2005_SHP,global_proxy
BC,SHP,2006,BC_2006_SHP,global_proxy
BC,SHP,2007,BC_2007_SHP,global_proxy
BC,SHP,2008,BC_2008_SHP,global_proxy
BC,SHP,2009,BC_2009_SHP,global_proxy
BC,SHP,2010,BC_2010_SHP,global_proxy
BC,SHP,2011,BC_2011_SHP,global_proxy
BC,SHP,2012,BC_2012_SHP,global_proxy
BC,SHP,2013,BC_2013_SHP,global_proxy
BC,SHP,2014,BC_2014_SHP,global_proxy
BC,SHP,2015,BC_2015_SHP,global_proxy
CH4,SHP,1750,CH4_1750_SHP,global_proxy
CH4,SHP,1751,CH4_1751_SHP,global_proxy
CH4,SHP,1752,CH4_1752_SHP,global_proxy
CH4,SHP,1753,CH4_1753_SHP,global_proxy
CH4,SHP,1754,CH4_1754_SHP,global_proxy
CH4,SHP,1755,CH4_1755_SHP,global_proxy
CH4,SHP,1756,CH4_1756_SHP,global_proxy
CH4,SHP,1757,CH4_1757_SHP,global_proxy
CH4,SHP,1758,CH4_1758_SHP,global_proxy
CH4,SHP,1759,CH4_1759_SHP,global_proxy
CH4,SHP,1760,CH4_1760_SHP,global_proxy
CH4,SHP,1761,CH4_1761_SHP,global_proxy
CH4,SHP,1762,CH4_1762_SHP,global_proxy
CH4,SHP,1763,CH4_1763_SHP,global_proxy
CH4,SHP,1764,CH4_1764_SHP,global_proxy
CH4,SHP,1765,CH4_1765_SHP,global_proxy
CH4,SHP,1766,CH4_1766_SHP,global_proxy
CH4,SHP,1767,CH4_1767_SHP,global_proxy
CH4,SHP,1768,CH4_1768_SHP,global_proxy
CH4,SHP,1769,CH4_1769_SHP,global_proxy
CH4,SHP,1770,CH4_1770_SHP,global_proxy
CH4,SHP,1771,CH4_1771_SHP,global_proxy
CH4,SHP,1772,CH4_1772_SHP,global_proxy
CH4,SHP,1773,CH4_1773_SHP,global_proxy
CH4,SHP,1774,CH4_1774_SHP,global_proxy
CH4,SHP,1775,CH4_1775_SHP,global_proxy
CH4,SHP,1776,CH4_1776_SHP,global_proxy
CH4,SHP,1777,CH4_1777_SHP,global_proxy
CH4,SHP,1778,CH4_1778_SHP,global_proxy
CH4,SHP,1779,CH4_1779_SHP,global_proxy
CH4,SHP,1780,CH4_1780_SHP,global_proxy
CH4,SHP,1781,CH4_1781_SHP,global_proxy
CH4,SHP,1782,CH4_1782_SHP,global_proxy
CH4,SHP,1783,CH4_1783_SHP,global_proxy
CH4,SHP,1784,CH4_1784_SHP,global_proxy
CH4,SHP,1785,CH4_1785_SHP,global_proxy
CH4,SHP,1786,CH4_1786_SHP,global_proxy
CH4,SHP,1787,CH4_1787_SHP,global_proxy
CH4,SHP,1788,CH4_1788_SHP,global_proxy
CH4,SHP,1789,CH4_1789_SHP,global_proxy
CH4,SHP,1790,CH4_1790_SHP,global_proxy
CH4,SHP,1791,CH4_1791_SHP,global_proxy
CH4,SHP,1792,CH4_1792_SHP,global_proxy
CH4,SHP,1793,CH4_1793_SHP,global_proxy
CH4,SHP,1794,CH4_1794_SHP,global_proxy
CH4,SHP,1795,CH4_1795_SHP,global_proxy
CH4,SHP,1796,CH4_1796_SHP,global_proxy
CH4,SHP,1797,CH4_1797_SHP,global_proxy
CH4,SHP,1798,CH4_1798_SHP,global_proxy
CH4,SHP,1799,CH4_1799_SHP,global_proxy
CH4,SHP,1800,CH4_1800_SHP,global_proxy
CH4,SHP,1801,CH4_1801_SHP,global_proxy
CH4,SHP,1802,CH4_1802_SHP,global_proxy
CH4,SHP,1803,CH4_1803_SHP,global_proxy
CH4,SHP,1804,CH4_1804_SHP,global_proxy
CH4,SHP,1805,CH4_1805_SHP,global_proxy
CH4,SHP,1806,CH4_1806_SHP,global_proxy
CH4,SHP,1807,CH4_1807_SHP,global_proxy
CH4,SHP,1808,CH4_1808_SHP,global_proxy
CH4,SHP,1809,CH4_1809_SHP,global_proxy
CH4,SHP,1810,CH4_1810_SHP,global_proxy
CH4,SHP,1811,CH4_1811_SHP,global_proxy
CH4,SHP,1812,CH4_1812_SHP,global_proxy
CH4,SHP,1813,CH4_1813_SHP,global_proxy
CH4,SHP,1814,CH4_1814_SHP,global_proxy
CH4,SHP,1815,CH4_1815_SHP,global_proxy
CH4,SHP,1816,CH4_1816_SHP,global_proxy
CH4,SHP,1817,CH4_1817_SHP,global_proxy
CH4,SHP,1818,CH4_1818_SHP,global_proxy
CH4,SHP,1819,CH4_1819_SHP,global_proxy
CH4,SHP,1820,CH4_1820_SHP,global_proxy
CH4,SHP,1821,CH4_1821_SHP,global_proxy
CH4,SHP,1822,CH4_1822_SHP,global_proxy
CH4,SHP,1823,CH4_1823_SHP,global_proxy
CH4,SHP,1824,CH4_1824_SHP,global_proxy
CH4,SHP,1825,CH4_1825_SHP,global_proxy
CH4,SHP,1826,CH4_1826_SHP,global_proxy
CH4,SHP,1827,CH4_1827_SHP,global_proxy
CH4,SHP,1828,CH4_1828_SHP,global_proxy
CH4,SHP,1829,CH4_1829_SHP,global_proxy
CH4,SHP,1830,CH4_1830_SHP,global_proxy
CH4,SHP,1831,CH4_1831_SHP,global_proxy
CH4,SHP,1832,CH4_1832_SHP,global_proxy
CH4,SHP,1833,CH4_1833_SHP,global_proxy
CH4,SHP,1834,CH4_1834_SHP,global_proxy
CH4,SHP,1835,CH4_1835_SHP,global_proxy
CH4,SHP,1836,CH4_1836_SHP,global_proxy
CH4,SHP,1837,CH4_1837_SHP,global_proxy
CH4,SHP,1838,CH4_1838_SHP,global_proxy
CH4,SHP,1839,CH4_1839_SHP,global_proxy
CH4,SHP,1840,CH4_1840_SHP,global_proxy
CH4,SHP,1841,CH4_1841_SHP,global_proxy
CH4,SHP,1842,CH4_1842_SHP,global_proxy
CH4,SHP,1843,CH4_1843_SHP,global_proxy
CH4,SHP,1844,CH4_1844_SHP,global_proxy
CH4,SHP,1845,CH4_1845_SHP,global_proxy
CH4,SHP,1846,CH4_1846_SHP,global_proxy
CH4,SHP,1847,CH4_1847_SHP,global_proxy
CH4,SHP,1848,CH4_1848_SHP,global_proxy
CH4,SHP,1849,CH4_1849_SHP,global_proxy
CH4,SHP,1850,CH4_1850_SHP,global_proxy
CH4,SHP,1851,CH4_1851_SHP,global_proxy
CH4,SHP,1852,CH4_1852_SHP,global_proxy
CH4,SHP,1853,CH4_1853_SHP,global_proxy
CH4,SHP,1854,CH4_1854_SHP,global_proxy
CH4,SHP,1855,CH4_1855_SHP,global_proxy
CH4,SHP,1856,CH4_1856_SHP,global_proxy
CH4,SHP,1857,CH4_1857_SHP,global_proxy
CH4,SHP,1858,CH4_1858_SHP,global_proxy
CH4,SHP,1859,CH4_1859_SHP,global_proxy
CH4,SHP,1860,CH4_1860_SHP,global_proxy
CH4,SHP,1861,CH4_1861_SHP,global_proxy
CH4,SHP,1862,CH4_1862_SHP,global_proxy
CH4,SHP,1863,CH4_1863_SHP,global_proxy
CH4,SHP,1864,CH4_1864_SHP,global_proxy
CH4,SHP,1865,CH4_1865_SHP,global_proxy
CH4,SHP,1866,CH4_1866_SHP,global_proxy
CH4,SHP,1867,CH4_1867_SHP,global_proxy
CH4,SHP,1868,CH4_1868_SHP,global_proxy
CH4,SHP,1869,CH4_1869_SHP,global_proxy
CH4,SHP,1870,CH4_1870_SHP,global_proxy
CH4,SHP,1871,CH4_1871_SHP,global_proxy
CH4,SHP,1872,CH4_1872_SHP,global_proxy
CH4,SHP,1873,CH4_1873_SHP,global_proxy
CH4,SHP,1874,CH4_1874_SHP,global_proxy
CH4,SHP,1875,CH4_1875_SHP,global_proxy
CH4,SHP,1876,CH4_1876_SHP,global_proxy
CH4,SHP,1877,CH4_1877_SHP,global_proxy
CH4,SHP,1878,CH4_1878_SHP,global_proxy
CH4,SHP,1879,CH4_1879_SHP,global_proxy
CH4,SHP,1880,CH4_1880_SHP,global_proxy
CH4,SHP,1881,CH4_1881_SHP,global_proxy
CH4,SHP,1882,CH4_1882_SHP,global_proxy
CH4,SHP,1883,CH4_1883_SHP,global_proxy
CH4,SHP,1884,CH4_1884_SHP,global_proxy
CH4,SHP,1885,CH4_1885_SHP,global_proxy
CH4,SHP,1886,CH4_1886_SHP,global_proxy
CH4,SHP,1887,CH4_1887_SHP,global_proxy
CH4,SHP,1888,CH4_1888_SHP,global_proxy
CH4,SHP,1889,CH4_1889_SHP,global_proxy
CH4,SHP,1890,CH4_1890_SHP,global_proxy
CH4,SHP,1891,CH4_1891_SHP,global_proxy
CH4,SHP,1892,CH4_1892_SHP,global_proxy
CH4,SHP,1893,CH4_1893_SHP,global_proxy
CH4,SHP,1894,CH4_1894_SHP,global_proxy
CH4,SHP,1895,CH4_1895_SHP,global_proxy
CH4,SHP,1896,CH4_1896_SHP,global_proxy
CH4,SHP,1897,CH4_1897_SHP,global_proxy
CH4,SHP,1898,CH4_1898_SHP,global_proxy
CH4,SHP,1899,CH4_1899_SHP,global_proxy
CH4,SHP,1900,CH4_1900_SHP,global_proxy
CH4,SHP,1901,CH4_1901_SHP,global_proxy
CH4,SHP,1902,CH4_1902_SHP,global_proxy
CH4,SHP,1903,CH4_1903_SHP,global_proxy
CH4,SHP,1904,CH4_1904_SHP,global_proxy
CH4,SHP,1905,CH4_1905_SHP,global_proxy
CH4,SHP,1906,CH4_1906_SHP,global_proxy
CH4,SHP,1907,CH4_1907_SHP,global_proxy
CH4,SHP,1908,CH4_1908_SHP,global_proxy
CH4,SHP,1909,CH4_1909_SHP,global_proxy
CH4,SHP,1910,CH4_1910_SHP,global_proxy
CH4,SHP,1911,CH4_1911_SHP,global_proxy
CH4,SHP,1912,CH4_1912_SHP,global_proxy
CH4,SHP,1913,CH4_1913_SHP,global_proxy
CH4,SHP,1914,CH4_1914_SHP,global_proxy
CH4,SHP,1915,CH4_1915_SHP,global_proxy
CH4,SHP,1916,CH4_1916_SHP,global_proxy
CH4,SHP,1917,CH4_1917_SHP,global_proxy
CH4,SHP,1918,CH4_1918_SHP,global_proxy
CH4,SHP,1919,CH4_1919_SHP,global_proxy
CH4,SHP,1920,CH4_1920_SHP,global_proxy
CH4,SHP,1921,CH4_1921_SHP,global_proxy
CH4,SHP,1922,CH4_1922_SHP,global_proxy
CH4,SHP,1923,CH4_1923_SHP,global_proxy
CH4,SHP,1924,CH4_1924_SHP,global_proxy
CH4,SHP,1925,CH4_1925_SHP,global_proxy
CH4,SHP,1926,CH4_1926_SHP,global_proxy
CH4,SHP,1927,CH4_1927_SHP,global_proxy
CH4,SHP,1928,CH4_1928_SHP,global_proxy
CH4,SHP,1929,CH4_1929_SHP,global_proxy
CH4,SHP,1930,CH4_1930_SHP,global_proxy
CH4,SHP,1931,CH4_1931_SHP,global_proxy
CH4,SHP,1932,CH4_1932_SHP,global_proxy
CH4,SHP,1933,CH4_1933_SHP,global_proxy
CH4,SHP,1934,CH4_1934_SHP,global_proxy
CH4,SHP,1935,CH4_1935_SHP,global_proxy
CH4,SHP,1936,CH4_1936_SHP,global_proxy
CH4,SHP,1937,CH4_1937_SHP,global_proxy
CH4,SHP,1938,CH4_1938_SHP,global_proxy
CH4,SHP,1939,CH4_1939_SHP,global_proxy
CH4,SHP,1940,CH4_1940_SHP,global_proxy
CH4,SHP,1941,CH4_1941_SHP,global_proxy
CH4,SHP,1942,CH4_1942_SHP,global_proxy
CH4,SHP,1943,CH4_1943_SHP,global_proxy
CH4,SHP,1944,CH4_1944_SHP,global_proxy
CH4,SHP,1945,CH4_1945_SHP,global_proxy
CH4,SHP,1946,CH4_1946_SHP,global_proxy
CH4,SHP,1947,CH4_1947_SHP,global_proxy
CH4,SHP,1948,CH4_1948_SHP,global_proxy
CH4,SHP,1949,CH4_1949_SHP,global_proxy
CH4,SHP,1950,CH4_1950_SHP,global_proxy
CH4,SHP,1951,CH4_1951_SHP,global_proxy
CH4,SHP,1952,CH4_1952_SHP,global_proxy
CH4,SHP,1953,CH4_1953_SHP,global_proxy
CH4,SHP,1954,CH4_1954_SHP,global_proxy
CH4,SHP,1955,CH4_1955_SHP,global_proxy
CH4,SHP,1956,CH4_1956_SHP,global_proxy
CH4,SHP,1957,CH4_1957_SHP,global_proxy
CH4,SHP,1958,CH4_1958_SHP,global_proxy
CH4,SHP,1959,CH4_1959_SHP,global_proxy
CH4,SHP,1960,CH4_1960_SHP,global_proxy
CH4,SHP,1961,CH4_1961_SHP,global_proxy
CH4,SHP,1962,CH4_1962_SHP,global_proxy
CH4,SHP,1963,CH4_1963_SHP,global_proxy
CH4,SHP,1964,CH4_1964_SHP,global_proxy
CH4,SHP,1965,CH4_1965_SHP,global_proxy
CH4,SHP,1966,CH4_1966_SHP,global_proxy
CH4,SHP,1967,CH4_1967_SHP,global_proxy
CH4,SHP,1968,CH4_1968_SHP,global_proxy
CH4,SHP,1969,CH4_1969_SHP,global_proxy
CH4,SHP,1970,CH4_1970_SHP,global_proxy
CH4,SHP,1971,CH4_1971_SHP,global_proxy
CH4,SHP,1972,CH4_1972_SHP,global_proxy
CH4,SHP,1973,CH4_1973_SHP,global_proxy
CH4,SHP,1974,CH4_1974_SHP,global_proxy
CH4,SHP,1975,CH4_1975_SHP,global_proxy
CH4,SHP,1976,CH4_1976_SHP,global_proxy
CH4,SHP,1977,CH4_1977_SHP,global_proxy
CH4,SHP,1978,CH4_1978_SHP,global_proxy
CH4,SHP,1979,CH4_1979_SHP,global_proxy
CH4,SHP,1980,CH4_1980_SHP,global_proxy
CH4,SHP,1981,CH4_1981_SHP,global_proxy
CH4,SHP,1982,CH4_1982_SHP,global_proxy
CH4,SHP,1983,CH4_1983_SHP,global_proxy
CH4,SHP,1984,CH4_1984_SHP,global_proxy
CH4,SHP,1985,CH4_1985_SHP,global_proxy
CH4,SHP,1986,CH4_1986_SHP,global_proxy
CH4,SHP,1987,CH4_1987_SHP,global_proxy
CH4,SHP,1988,CH4_1988_SHP,global_proxy
CH4,SHP,1989,CH4_1989_SHP,global_proxy
CH4,SHP,1990,CH4_1990_SHP,global_proxy
CH4,SHP,1991,CH4_1991_SHP,global_proxy
CH4,SHP,1992,CH4_1992_SHP,global_proxy
CH4,SHP,1993,CH4_1993_SHP,global_proxy
CH4,SHP,1994,CH4_1994_SHP,global_proxy
CH4,SHP,1995,CH4_1995_SHP,global_proxy
CH4,SHP,1996,CH4_1996_SHP,global_proxy
CH4,SHP,1997,CH4_1997_SHP,global_proxy
CH4,SHP,1998,CH4_1998_SHP,global_proxy
CH4,SHP,1999,CH4_1999_SHP,global_proxy
CH4,SHP,2000,CH4_2000_SHP,global_proxy
