"em","sector","year","proxy_file","proxybackup_file"
"BC","AIR",1856,"BC_1920_AIR","population_1856"
"BC","AIR",1857,"BC_1920_AIR","population_1857"
"BC","AIR",1858,"BC_1920_AIR","population_1858"
"BC","AIR",1859,"BC_1920_AIR","population_1859"
"BC","AIR",1860,"BC_1920_AIR","population_1860"
"BC","AIR",1861,"BC_1920_AIR","population_1861"
"BC","AIR",1862,"BC_1920_AIR","population_1862"
"BC","AIR",1863,"BC_1920_AIR","population_1863"
"BC","AIR",1864,"BC_1920_AIR","population_1864"
"BC","AIR",1865,"BC_1920_AIR","population_1865"
"BC","AIR",1866,"BC_1920_AIR","population_1866"
"BC","AIR",1867,"BC_1920_AIR","population_1867"
"BC","AIR",1868,"BC_1920_AIR","population_1868"
"BC","AIR",1869,"BC_1920_AIR","population_1869"
"BC","AIR",1870,"BC_1920_AIR","population_1870"
"BC","AIR",1871,"BC_1920_AIR","population_1871"
"BC","AIR",1872,"BC_1920_AIR","population_1872"
"BC","AIR",1873,"BC_1920_AIR","population_1873"
"BC","AIR",1874,"BC_1920_AIR","population_1874"
"BC","AIR",1875,"BC_1920_AIR","population_1875"
"BC","AIR",1876,"BC_1920_AIR","population_1876"
"BC","AIR",1877,"BC_1920_AIR","population_1877"
"BC","AIR",1878,"BC_1920_AIR","population_1878"
"BC","AIR",1879,"BC_1920_AIR","population_1879"
"BC","AIR",1880,"BC_1920_AIR","population_1880"
"BC","AIR",1881,"BC_1920_AIR","population_1881"
"BC","AIR",1882,"BC_1920_AIR","population_1882"
"BC","AIR",1883,"BC_1920_AIR","population_1883"
"BC","AIR",1884,"BC_1920_AIR","population_1884"
"BC","AIR",1885,"BC_1920_AIR","population_1885"
"BC","AIR",1886,"BC_1920_AIR","population_1886"
"BC","AIR",1887,"BC_1920_AIR","population_1887"
"BC","AIR",1888,"BC_1920_AIR","population_1888"
"BC","AIR",1889,"BC_1920_AIR","population_1889"
"BC","AIR",1890,"BC_1920_AIR","population_1890"
"BC","AIR",1891,"BC_1920_AIR","population_1891"
"BC","AIR",1892,"BC_1920_AIR","population_1892"
"BC","AIR",1893,"BC_1920_AIR","population_1893"
"BC","AIR",1894,"BC_1920_AIR","population_1894"
"BC","AIR",1895,"BC_1920_AIR","population_1895"
"BC","AIR",1896,"BC_1920_AIR","population_1896"
"BC","AIR",1897,"BC_1920_AIR","population_1897"
"BC","AIR",1898,"BC_1920_AIR","population_1898"
"BC","AIR",1899,"BC_1920_AIR","population_1899"
"BC","AIR",1900,"BC_1920_AIR","population_1900"
"BC","AIR",1901,"BC_1920_AIR","population_1901"
"BC","AIR",1902,"BC_1920_AIR","population_1902"
"BC","AIR",1903,"BC_1920_AIR","population_1903"
"BC","AIR",1904,"BC_1920_AIR","population_1904"
"BC","AIR",1905,"BC_1920_AIR","population_1905"
"BC","AIR",1906,"BC_1920_AIR","population_1906"
"BC","AIR",1907,"BC_1920_AIR","population_1907"
"BC","AIR",1908,"BC_1920_AIR","population_1908"
"BC","AIR",1909,"BC_1920_AIR","population_1909"
"BC","AIR",1910,"BC_1920_AIR","population_1910"
"BC","AIR",1911,"BC_1920_AIR","population_1911"
"BC","AIR",1912,"BC_1920_AIR","population_1912"
"BC","AIR",1913,"BC_1920_AIR","population_1913"
"BC","AIR",1914,"BC_1920_AIR","population_1914"
"BC","AIR",1915,"BC_1920_AIR","population_1915"
"BC","AIR",1916,"BC_1920_AIR","population_1916"
"BC","AIR",1917,"BC_1920_AIR","population_1917"
"BC","AIR",1918,"BC_1920_AIR","population_1918"
"BC","AIR",1919,"BC_1920_AIR","population_1919"
"BC","AIR",1920,"BC_1920_AIR","population_1920"
"BC","AIR",1921,"BC_1920_AIR","population_1921"
"BC","AIR",1922,"BC_1920_AIR","population_1922"
"BC","AIR",1923,"BC_1920_AIR","population_1923"
"BC","AIR",1924,"BC_1920_AIR","population_1924"
"BC","AIR",1925,"BC_1920_AIR","population_1925"
"BC","AIR",1926,"BC_1920_AIR","population_1926"
"BC","AIR",1927,"BC_1920_AIR","population_1927"
"BC","AIR",1928,"BC_1920_AIR","population_1928"
"BC","AIR",1929,"BC_1920_AIR","population_1929"
"BC","AIR",1930,"BC_1930_AIR","population_1930"
"BC","AIR",1931,"BC_1930_AIR","population_1931"
"BC","AIR",1932,"BC_1930_AIR","population_1932"
"BC","AIR",1933,"BC_1930_AIR","population_1933"
"BC","AIR",1934,"BC_1930_AIR","population_1934"
"BC","AIR",1935,"BC_1930_AIR","population_1935"
"BC","AIR",1936,"BC_1930_AIR","population_1936"
"BC","AIR",1937,"BC_1930_AIR","population_1937"
"BC","AIR",1938,"BC_1930_AIR","population_1938"
"BC","AIR",1939,"BC_1930_AIR","population_1939"
"BC","AIR",1940,"BC_1940_AIR","population_1940"
"BC","AIR",1941,"BC_1940_AIR","population_1941"
"BC","AIR",1942,"BC_1940_AIR","population_1942"
"BC","AIR",1943,"BC_1940_AIR","population_1943"
"BC","AIR",1944,"BC_1940_AIR","population_1944"
"BC","AIR",1945,"BC_1940_AIR","population_1945"
"BC","AIR",1946,"BC_1940_AIR","population_1946"
"BC","AIR",1947,"BC_1940_AIR","population_1947"
"BC","AIR",1948,"BC_1940_AIR","population_1948"
"BC","AIR",1949,"BC_1940_AIR","population_1949"
"BC","AIR",1950,"BC_1950_AIR","population_1950"
"BC","AIR",1951,"BC_1950_AIR","population_1951"
"BC","AIR",1952,"BC_1950_AIR","population_1952"
"BC","AIR",1953,"BC_1950_AIR","population_1953"
"BC","AIR",1954,"BC_1950_AIR","population_1954"
"BC","AIR",1955,"BC_1950_AIR","population_1955"
"BC","AIR",1956,"BC_1950_AIR","population_1956"
"BC","AIR",1957,"BC_1950_AIR","population_1957"
"BC","AIR",1958,"BC_1950_AIR","population_1958"
"BC","AIR",1959,"BC_1950_AIR","population_1959"
"BC","AIR",1960,"BC_1960_AIR","population_1960"
"BC","AIR",1961,"BC_1960_AIR","population_1961"
"BC","AIR",1962,"BC_1960_AIR","population_1962"
"BC","AIR",1963,"BC_1960_AIR","population_1963"
"BC","AIR",1964,"BC_1960_AIR","population_1964"
"BC","AIR",1965,"BC_1960_AIR","population_1965"
"BC","AIR",1966,"BC_1960_AIR","population_1966"
"BC","AIR",1967,"BC_1960_AIR","population_1967"
"BC","AIR",1968,"BC_1960_AIR","population_1968"
"BC","AIR",1969,"BC_1960_AIR","population_1969"
"BC","AIR",1970,"BC_1970_AIR","population_1970"
"BC","AIR",1971,"BC_1970_AIR","population_1971"
"BC","AIR",1972,"BC_1970_AIR","population_1972"
"BC","AIR",1973,"BC_1970_AIR","population_1973"
"BC","AIR",1974,"BC_1970_AIR","population_1974"
"BC","AIR",1975,"BC_1970_AIR","population_1975"
"BC","AIR",1976,"BC_1970_AIR","population_1976"
"BC","AIR",1977,"BC_1970_AIR","population_1977"
"BC","AIR",1978,"BC_1970_AIR","population_1978"
"BC","AIR",1979,"BC_1970_AIR","population_1979"
"BC","AIR",1980,"BC_1980_AIR","population_1980"
"BC","AIR",1981,"BC_1980_AIR","population_1981"
"BC","AIR",1982,"BC_1980_AIR","population_1982"
"BC","AIR",1983,"BC_1980_AIR","population_1983"
"BC","AIR",1984,"BC_1980_AIR","population_1984"
"BC","AIR",1985,"BC_1980_AIR","population_1985"
"BC","AIR",1986,"BC_1980_AIR","population_1986"
"BC","AIR",1987,"BC_1980_AIR","population_1987"
"BC","AIR",1988,"BC_1980_AIR","population_1988"
"BC","AIR",1989,"BC_1980_AIR","population_1989"
"BC","AIR",1990,"BC_1990_AIR","population_1990"
"BC","AIR",1991,"BC_1990_AIR","population_1991"
"BC","AIR",1992,"BC_1990_AIR","population_1992"
"BC","AIR",1993,"BC_1990_AIR","population_1993"
"BC","AIR",1994,"BC_1990_AIR","population_1994"
"BC","AIR",1995,"BC_1990_AIR","population_1995"
"BC","AIR",1996,"BC_1990_AIR","population_1996"
"BC","AIR",1997,"BC_1990_AIR","population_1997"
"BC","AIR",1998,"BC_1990_AIR","population_1998"
"BC","AIR",1999,"BC_1990_AIR","population_1999"
"BC","AIR",2000,"BC_2000_AIR","population_2000"
"BC","AIR",2001,"BC_2000_AIR","population_2001"
"BC","AIR",2002,"BC_2000_AIR","population_2002"
"BC","AIR",2003,"BC_2000_AIR","population_2003"
"BC","AIR",2004,"BC_2000_AIR","population_2004"
"BC","AIR",2005,"BC_2000_AIR","population_2005"
"BC","AIR",2006,"BC_2000_AIR","population_2006"
"BC","AIR",2007,"BC_2000_AIR","population_2007"
"BC","AIR",2008,"BC_2000_AIR","population_2008"
"BC","AIR",2009,"BC_2000_AIR","population_2009"
"BC","AIR",2010,"BC_2000_AIR","population_2010"
"BC","AIR",2011,"BC_2000_AIR","population_2011"
"BC","AIR",2012,"BC_2000_AIR","population_2012"
"BC","AIR",2013,"BC_2000_AIR","population_2013"
"BC","AIR",2014,"BC_2000_AIR","population_2014"
"BC","AIR",2015,"BC_2000_AIR","population_2015"
"NOx","AIR",1750,"NOx_1920_AIR","population_1750"
"NOx","AIR",1751,"NOx_1920_AIR","population_1751"
"NOx","AIR",1752,"NOx_1920_AIR","population_1752"
"NOx","AIR",1753,"NOx_1920_AIR","population_1753"
"NOx","AIR",1754,"NOx_1920_AIR","population_1754"
"NOx","AIR",1755,"NOx_1920_AIR","population_1755"
"NOx","AIR",1756,"NOx_1920_AIR","population_1756"
"NOx","AIR",1757,"NOx_1920_AIR","population_1757"
"NOx","AIR",1758,"NOx_1920_AIR","population_1758"
"NOx","AIR",1759,"NOx_1920_AIR","population_1759"
"NOx","AIR",1760,"NOx_1920_AIR","population_1760"
"NOx","AIR",1761,"NOx_1920_AIR","population_1761"
"NOx","AIR",1762,"NOx_1920_AIR","population_1762"
"NOx","AIR",1763,"NOx_1920_AIR","population_1763"
"NOx","AIR",1764,"NOx_1920_AIR","population_1764"
"NOx","AIR",1765,"NOx_1920_AIR","population_1765"
"NOx","AIR",1766,"NOx_1920_AIR","population_1766"
"NOx","AIR",1767,"NOx_1920_AIR","population_1767"
"NOx","AIR",1768,"NOx_1920_AIR","population_1768"
"NOx","AIR",1769,"NOx_1920_AIR","population_1769"
"NOx","AIR",1770,"NOx_1920_AIR","population_1770"
"NOx","AIR",1771,"NOx_1920_AIR","population_1771"
"NOx","AIR",1772,"NOx_1920_AIR","population_1772"
"NOx","AIR",1773,"NOx_1920_AIR","population_1773"
"NOx","AIR",1774,"NOx_1920_AIR","population_1774"
"NOx","AIR",1775,"NOx_1920_AIR","population_1775"
"NOx","AIR",1776,"NOx_1920_AIR","population_1776"
"NOx","AIR",1777,"NOx_1920_AIR","population_1777"
"NOx","AIR",1778,"NOx_1920_AIR","population_1778"
"NOx","AIR",1779,"NOx_1920_AIR","population_1779"
"NOx","AIR",1780,"NOx_1920_AIR","population_1780"
"NOx","AIR",1781,"NOx_1920_AIR","population_1781"
"NOx","AIR",1782,"NOx_1920_AIR","population_1782"
"NOx","AIR",1783,"NOx_1920_AIR","population_1783"
"NOx","AIR",1784,"NOx_1920_AIR","population_1784"
"NOx","AIR",1785,"NOx_1920_AIR","population_1785"
"NOx","AIR",1786,"NOx_1920_AIR","population_1786"
"NOx","AIR",1787,"NOx_1920_AIR","population_1787"
"NOx","AIR",1788,"NOx_1920_AIR","population_1788"
"NOx","AIR",1789,"NOx_1920_AIR","population_1789"
"NOx","AIR",1790,"NOx_1920_AIR","population_1790"
"NOx","AIR",1791,"NOx_1920_AIR","population_1791"
"NOx","AIR",1792,"NOx_1920_AIR","population_1792"
"NOx","AIR",1793,"NOx_1920_AIR","population_1793"
"NOx","AIR",1794,"NOx_1920_AIR","population_1794"
"NOx","AIR",1795,"NOx_1920_AIR","population_1795"
"NOx","AIR",1796,"NOx_1920_AIR","population_1796"
"NOx","AIR",1797,"NOx_1920_AIR","population_1797"
"NOx","AIR",1798,"NOx_1920_AIR","population_1798"
"NOx","AIR",1799,"NOx_1920_AIR","population_1799"
"NOx","AIR",1800,"NOx_1920_AIR","population_1800"
"NOx","AIR",1801,"NOx_1920_AIR","population_1801"
"NOx","AIR",1802,"NOx_1920_AIR","population_1802"
"NOx","AIR",1803,"NOx_1920_AIR","population_1803"
"NOx","AIR",1804,"NOx_1920_AIR","population_1804"
"NOx","AIR",1805,"NOx_1920_AIR","population_1805"
"NOx","AIR",1806,"NOx_1920_AIR","population_1806"
"NOx","AIR",1807,"NOx_1920_AIR","population_1807"
"NOx","AIR",1808,"NOx_1920_AIR","population_1808"
"NOx","AIR",1809,"NOx_1920_AIR","population_1809"
"NOx","AIR",1810,"NOx_1920_AIR","population_1810"
"NOx","AIR",1811,"NOx_1920_AIR","population_1811"
"NOx","AIR",1812,"NOx_1920_AIR","population_1812"
"NOx","AIR",1813,"NOx_1920_AIR","population_1813"
"NOx","AIR",1814,"NOx_1920_AIR","population_1814"
"NOx","AIR",1815,"NOx_1920_AIR","population_1815"
"NOx","AIR",1816,"NOx_1920_AIR","population_1816"
"NOx","AIR",1817,"NOx_1920_AIR","population_1817"
"NOx","AIR",1818,"NOx_1920_AIR","population_1818"
"NOx","AIR",1819,"NOx_1920_AIR","population_1819"
"NOx","AIR",1820,"NOx_1920_AIR","population_1820"
"NOx","AIR",1821,"NOx_1920_AIR","population_1821"
"NOx","AIR",1822,"NOx_1920_AIR","population_1822"
"NOx","AIR",1823,"NOx_1920_AIR","population_1823"
"NOx","AIR",1824,"NOx_1920_AIR","population_1824"
"NOx","AIR",1825,"NOx_1920_AIR","population_1825"
"NOx","AIR",1826,"NOx_1920_AIR","population_1826"
"NOx","AIR",1827,"NOx_1920_AIR","population_1827"
"NOx","AIR",1828,"NOx_1920_AIR","population_1828"
"NOx","AIR",1829,"NOx_1920_AIR","population_1829"
"NOx","AIR",1830,"NOx_1920_AIR","population_1830"
"NOx","AIR",1831,"NOx_1920_AIR","population_1831"
"NOx","AIR",1832,"NOx_1920_AIR","population_1832"
"NOx","AIR",1833,"NOx_1920_AIR","population_1833"
"NOx","AIR",1834,"NOx_1920_AIR","population_1834"
"NOx","AIR",1835,"NOx_1920_AIR","population_1835"
"NOx","AIR",1836,"NOx_1920_AIR","population_1836"
"NOx","AIR",1837,"NOx_1920_AIR","population_1837"
"NOx","AIR",1838,"NOx_1920_AIR","population_1838"
"NOx","AIR",1839,"NOx_1920_AIR","population_1839"
"NOx","AIR",1840,"NOx_1920_AIR","population_1840"
"NOx","AIR",1841,"NOx_1920_AIR","population_1841"
"NOx","AIR",1842,"NOx_1920_AIR","population_1842"
"NOx","AIR",1843,"NOx_1920_AIR","population_1843"
"NOx","AIR",1844,"NOx_1920_AIR","population_1844"
"NOx","AIR",1845,"NOx_1920_AIR","population_1845"
"NOx","AIR",1846,"NOx_1920_AIR","population_1846"
"NOx","AIR",1847,"NOx_1920_AIR","population_1847"
"NOx","AIR",1848,"NOx_1920_AIR","population_1848"
"NOx","AIR",1849,"NOx_1920_AIR","population_1849"
"NOx","AIR",1850,"NOx_1920_AIR","population_1850"
"NOx","AIR",1851,"NOx_1920_AIR","population_1851"
"NOx","AIR",1852,"NOx_1920_AIR","population_1852"
"NOx","AIR",1853,"NOx_1920_AIR","population_1853"
"NOx","AIR",1854,"NOx_1920_AIR","population_1854"
"NOx","AIR",1855,"NOx_1920_AIR","population_1855"
"NOx","AIR",1856,"NOx_1920_AIR","population_1856"
"NOx","AIR",1857,"NOx_1920_AIR","population_1857"
"NOx","AIR",1858,"NOx_1920_AIR","population_1858"
"NOx","AIR",1859,"NOx_1920_AIR","population_1859"
"NOx","AIR",1860,"NOx_1920_AIR","population_1860"
"NOx","AIR",1861,"NOx_1920_AIR","population_1861"
"NOx","AIR",1862,"NOx_1920_AIR","population_1862"
"NOx","AIR",1863,"NOx_1920_AIR","population_1863"
"NOx","AIR",1864,"NOx_1920_AIR","population_1864"
"NOx","AIR",1865,"NOx_1920_AIR","population_1865"
"NOx","AIR",1866,"NOx_1920_AIR","population_1866"
"NOx","AIR",1867,"NOx_1920_AIR","population_1867"
"NOx","AIR",1868,"NOx_1920_AIR","population_1868"
"NOx","AIR",1869,"NOx_1920_AIR","population_1869"
"NOx","AIR",1870,"NOx_1920_AIR","population_1870"
"NOx","AIR",1871,"NOx_1920_AIR","population_1871"
"NOx","AIR",1872,"NOx_1920_AIR","population_1872"
"NOx","AIR",1873,"NOx_1920_AIR","population_1873"
"NOx","AIR",1874,"NOx_1920_AIR","population_1874"
"NOx","AIR",1875,"NOx_1920_AIR","population_1875"
"NOx","AIR",1876,"NOx_1920_AIR","population_1876"
"NOx","AIR",1877,"NOx_1920_AIR","population_1877"
"NOx","AIR",1878,"NOx_1920_AIR","population_1878"
"NOx","AIR",1879,"NOx_1920_AIR","population_1879"
"NOx","AIR",1880,"NOx_1920_AIR","population_1880"
"NOx","AIR",1881,"NOx_1920_AIR","population_1881"
"NOx","AIR",1882,"NOx_1920_AIR","population_1882"
"NOx","AIR",1883,"NOx_1920_AIR","population_1883"
"NOx","AIR",1884,"NOx_1920_AIR","population_1884"
"NOx","AIR",1885,"NOx_1920_AIR","population_1885"
"NOx","AIR",1886,"NOx_1920_AIR","population_1886"
"NOx","AIR",1887,"NOx_1920_AIR","population_1887"
"NOx","AIR",1888,"NOx_1920_AIR","population_1888"
"NOx","AIR",1889,"NOx_1920_AIR","population_1889"
"NOx","AIR",1890,"NOx_1920_AIR","population_1890"
"NOx","AIR",1891,"NOx_1920_AIR","population_1891"
"NOx","AIR",1892,"NOx_1920_AIR","population_1892"
"NOx","AIR",1893,"NOx_1920_AIR","population_1893"
"NOx","AIR",1894,"NOx_1920_AIR","population_1894"
"NOx","AIR",1895,"NOx_1920_AIR","population_1895"
"NOx","AIR",1896,"NOx_1920_AIR","population_1896"
"NOx","AIR",1897,"NOx_1920_AIR","population_1897"
"NOx","AIR",1898,"NOx_1920_AIR","population_1898"
"NOx","AIR",1899,"NOx_1920_AIR","population_1899"
"NOx","AIR",1900,"NOx_1920_AIR","population_1900"
"NOx","AIR",1901,"NOx_1920_AIR","population_1901"
"NOx","AIR",1902,"NOx_1920_AIR","population_1902"
"NOx","AIR",1903,"NOx_1920_AIR","population_1903"
"NOx","AIR",1904,"NOx_1920_AIR","population_1904"
"NOx","AIR",1905,"NOx_1920_AIR","population_1905"
"NOx","AIR",1906,"NOx_1920_AIR","population_1906"
"NOx","AIR",1907,"NOx_1920_AIR","population_1907"
"NOx","AIR",1908,"NOx_1920_AIR","population_1908"
"NOx","AIR",1909,"NOx_1920_AIR","population_1909"
"NOx","AIR",1910,"NOx_1920_AIR","population_1910"
"NOx","AIR",1911,"NOx_1920_AIR","population_1911"
"NOx","AIR",1912,"NOx_1920_AIR","population_1912"
"NOx","AIR",1913,"NOx_1920_AIR","population_1913"
"NOx","AIR",1914,"NOx_1920_AIR","population_1914"
"NOx","AIR",1915,"NOx_1920_AIR","population_1915"
"NOx","AIR",1916,"NOx_1920_AIR","population_1916"
"NOx","AIR",1917,"NOx_1920_AIR","population_1917"
"NOx","AIR",1918,"NOx_1920_AIR","population_1918"
"NOx","AIR",1919,"NOx_1920_AIR","population_1919"
"NOx","AIR",1920,"NOx_1920_AIR","population_1920"
"NOx","AIR",1921,"NOx_1920_AIR","population_1921"
"NOx","AIR",1922,"NOx_1920_AIR","population_1922"
"NOx","AIR",1923,"NOx_1920_AIR","population_1923"
"NOx","AIR",1924,"NOx_1920_AIR","population_1924"
"NOx","AIR",1925,"NOx_1920_AIR","population_1925"
"NOx","AIR",1926,"NOx_1920_AIR","population_1926"
"NOx","AIR",1927,"NOx_1920_AIR","population_1927"
"NOx","AIR",1928,"NOx_1920_AIR","population_1928"
"NOx","AIR",1929,"NOx_1920_AIR","population_1929"
"NOx","AIR",1930,"NOx_1930_AIR","population_1930"
"NOx","AIR",1931,"NOx_1930_AIR","population_1931"
"NOx","AIR",1932,"NOx_1930_AIR","population_1932"
"NOx","AIR",1933,"NOx_1930_AIR","population_1933"
"NOx","AIR",1934,"NOx_1930_AIR","population_1934"
"NOx","AIR",1935,"NOx_1930_AIR","population_1935"
"NOx","AIR",1936,"NOx_1930_AIR","population_1936"
"NOx","AIR",1937,"NOx_1930_AIR","population_1937"
"NOx","AIR",1938,"NOx_1930_AIR","population_1938"
"NOx","AIR",1939,"NOx_1930_AIR","population_1939"
"NOx","AIR",1940,"NOx_1940_AIR","population_1940"
"NOx","AIR",1941,"NOx_1940_AIR","population_1941"
"NOx","AIR",1942,"NOx_1940_AIR","population_1942"
"NOx","AIR",1943,"NOx_1940_AIR","population_1943"
"NOx","AIR",1944,"NOx_1940_AIR","population_1944"
"NOx","AIR",1945,"NOx_1940_AIR","population_1945"
"NOx","AIR",1946,"NOx_1940_AIR","population_1946"
"NOx","AIR",1947,"NOx_1940_AIR","population_1947"
"NOx","AIR",1948,"NOx_1940_AIR","population_1948"
"NOx","AIR",1949,"NOx_1940_AIR","population_1949"
"NOx","AIR",1950,"NOx_1950_AIR","population_1950"
"NOx","AIR",1951,"NOx_1950_AIR","population_1951"
"NOx","AIR",1952,"NOx_1950_AIR","population_1952"
"NOx","AIR",1953,"NOx_1950_AIR","population_1953"
"NOx","AIR",1954,"NOx_1950_AIR","population_1954"
"NOx","AIR",1955,"NOx_1950_AIR","population_1955"
"NOx","AIR",1956,"NOx_1950_AIR","population_1956"
"NOx","AIR",1957,"NOx_1950_AIR","population_1957"
"NOx","AIR",1958,"NOx_1950_AIR","population_1958"
"NOx","AIR",1959,"NOx_1950_AIR","population_1959"
"NOx","AIR",1960,"NOx_1960_AIR","population_1960"
"NOx","AIR",1961,"NOx_1960_AIR","population_1961"
"NOx","AIR",1962,"NOx_1960_AIR","population_1962"
"NOx","AIR",1963,"NOx_1960_AIR","population_1963"
"NOx","AIR",1964,"NOx_1960_AIR","population_1964"
"NOx","AIR",1965,"NOx_1960_AIR","population_1965"
