Annual Net emissions/removals in kt
Query results for — Party: Australia and 44 other(s) | Year: Base year and 29 other(s) | Category: 1.  Energy and 279 other(s) | Classification: Total for category | Type of value: Net emissions/removals | Gas: CO₂ | Unit: kt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,Year,Base year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Last Inventory Year (2018)
Australia,1.A.2  Manufacturing Industries and Construction,35866.53863110821,35866.53863110821,35411.64279238151,34991.9252613374,35542.95071917127,36314.32574639643,37242.6173921163,37257.6079170714,37342.36257987683,37440.66473996494,37694.58480433875,38507.76508499903,38027.95694251331,38705.23869570351,39194.987751362685,40063.56502774637,41127.2105220331,40191.294818873066,40457.90614743479,42551.08062739068,40172.08695831451,39306.7338867027,40476.85970953395,42444.0259662168,45500.81704223552,45886.22652374894,41987.298563558885,40478.68845678983,39564.19936023369,40222.093041834916
Australia,1.A.2.a  Iron and Steel,2722.84802699408,2722.84802699408,2563.00389931199,2467.28169079954,2477.26987280665,2745.36936699408,2909.22185917439,2966.56503668329,2817.63248836297,2820.56742610179,2682.55447066193,2509.13598934663,2535.44596011669,2756.86493027427,2455.923558314079,2672.586906275048,2903.811467494649,2573.211131456613,2468.369152914084,2807.357391538546,2005.470828698021,1732.502799746185,1610.507197338013,1575.034039179526,1704.8789329450858,1529.7471033351999,1534.542152877701,1550.6263755174602,1435.6226030811379,1548.211336961161
Australia,1.A.2.b  Non-Ferrous Metals,11150.13483878081,11150.13483878081,11594.36116531566,11930.93919961273,12075.90132101257,12366.85291330256,12432.58068277694,12253.03084967368,12488.50413632076,12182.26962297446,12526.62471663944,13261.88728737015,12490.50356073928,12694.44555402756,12423.85234464244,12733.46624548213,13722.7265280366,13867.54405621095,14142.18615027487,14748.36289759256,13379.42045352123,12815.70759053996,12250.89513456801,12959.95360628855,14526.98366904464,15220.91589423144,12699.305762036427,12605.300916226335,12433.846024410072,12259.2322265414
Australia,1.A.2.c  Chemicals,5624.678150744726,5624.678150744726,5778.964324243477,5357.590484534858,5524.73637229924,5435.816298472147,5578.859620198402,5891.105522523326,5473.744918423349,6137.895882105204,5783.185898775824,6036.658139332091,6646.445129261847,6133.815648759195,6822.844081738748,7504.252103876198,6839.326083280497,6570.578445804199,6194.263495745095,6921.267471580179,6765.772491799168,6989.958223351055,7986.729918220544,8675.221909052247,9025.85326077331,9146.772607424178,8505.679111424963,7395.527392161411,6812.673355554913,6842.072960470716
Australia,"1.A.2.d  Pulp, Paper and Print",1289.606258132367,1289.606258132367,1153.698413945658,1170.321196297721,1356.46244515656,1295.461253322634,1328.181220000445,1299.343636990487,1376.484828824413,1284.231681110329,1476.841681110329,1448.962872944255,1463.622872944255,1463.622872944255,1500.2229259789453,1616.6105190731282,1766.326370355413,1770.9591543256695,1707.817951471592,1652.9023527910688,1323.431797843321,1286.22347622906,1126.03512436474,1018.41197345639,1089.3670228955013,957.3951930284964,958.2991385598912,936.2534217147582,950.2669622457612,998.3059937259821
Australia,"1.A.2.e  Food Processing, Beverages and Tobacco",2895.94600682017,2895.94600682017,3005.0660069794,3001.16034214948,2982.92630131911,3109.36013815687,3214.90801566577,3200.99490549258,3144.09371365865,3124.72444016399,3062.39728916043,3079.40563199792,2480.74609716727,2489.60159100832,3258.231699766477,2965.39172831767,3394.25417647557,3309.006745054243,2999.019355395789,3061.862423247767,3085.25634823075,2999.524613515718,3157.99135082578,3007.292617357626,2873.593020724436,2835.192831749203,2768.067983782148,2727.869437763625,2548.749969309918,2523.246517200423
Australia,1.A.2.f  Non-metallic Minerals,5500.98888000952,5500.98888000952,4972.96783530251,4769.25306796681,4816.41783530251,5082.93286381497,5196.60716582209,4783.24079416674,4844.65141080429,4903.62141080429,5063.37167198105,5030.80407132391,5394.56094888525,5478.05365562786,6457.75618672653,6487.30744961302,6246.41037940615,6117.586487960291,6773.021815868276,6826.217647013879,6149.549290756714,6311.322077631991,6379.798780719207,5815.428407125623,5558.831604963664,5283.012068012389,5248.170999279222,5169.370142165146,4894.884779558274,4928.920061848693
Australia,1.A.2.g  Other,6682.336469626536,6682.336469626536,6343.581147282818,6295.379279976256,6309.236571274626,6278.532912333171,6582.258828478259,6863.3271715412975,7197.251083482401,6987.354276704875,7099.609076009749,7140.911092684077,7016.632373398715,7688.834443062053,6276.156954195463,6083.950075109175,6254.355516984218,5982.408798061101,6173.228225765088,6533.110443626677,7463.185747465303,7171.49510568873,7964.902203497657,9392.683413756844,10721.309530888882,10913.190825968037,10273.233415598534,10093.740771241097,10488.155666073611,11122.103945086537
Australia,1.A.2.g.i  Manufacturing of Machinery,479.707730381973,479.707730381973,465.566538548046,460.42534671412,456.162963046267,457.04177121234,447.638195710561,447.638195710561,427.073428374855,417.669852873075,407.387469205223,386.822701869516,317.350783530251,311.330783530252,309.662891696325,368.206513530251,373.047475364178,328.229477303167,349.554119672374,351.858835094388,403.163991118156,369.121482770748,384.741413942754,371.885951943481,316.0595662435977,272.5606657441185,240.5440720246862,212.6596026034641,189.2554385817234,115.742833421986
Australia,1.A.2.g.iii  Mining (Excluding Fuels) and Quarrying,2475.9289289045496,2475.9289289045496,2459.0007575643917,2562.647233095315,2648.8533325597587,2691.9420572861573,3071.330357099099,3485.995851165695,3940.158105944283,3796.965339997125,4023.32609847163,4177.318841651299,4178.822299772559,4850.614624534173,3412.772102373182,3203.256405968257,3298.7278829690845,3219.740810172065,3391.849995802981,3763.046063849611,4781.515553326182,4569.026759114777,5332.952349632977,6770.425052694818,8205.94752485093,8457.977900043556,7843.842185803312,7779.810890808053,8208.013055593778,8797.38576960124
Australia,1.A.2.g.v  Construction,2848.033214767053,2848.033214767053,2582.413214767053,2491.543214767053,2405.8144066009795,2329.2944066009795,2251.4344066009794,2174.5444066009795,2097.6544066009797,2076.4387086080974,2016.8210922759506,1952.062284109877,1916.615859611657,1918.484153612096,1867.194286916817,1844.80400374049,1868.451542198436,1761.454009319775,1761.184854689772,1762.257125102259,1723.978759100909,1694.478683436165,1692.859008059283,1679.004975878366,1651.025439884576,1648.613971541254,1687.566837257943,1600.216547852952,1579.89170384663,1678.624584460749
Australia,1.A.2.g.vi  Textile and Leather,522.347469205223,522.347469205223,495.70508553737,479.71508553737,512.781044707002,524.912236540929,557.957003876634,516.673428374855,509.313428374855,494.672236540929,465.889852873076,453.946277371296,453.946277371296,459.087469205223,454.549528259747,431.430270814489,479.11653316508,467.673389334461,463.311340121643,440.902224074356,394.6844689115557,371.4716701116119,373.8131285828406,376.3164552500708,377.4670514641095,373.3434627561213,353.7621105551582,356.0121978477145,362.0631940740252,385.3282582575972
Australia,1.A.2.g.viii  Other,356.319126367737,356.319126367737,340.895550865957,301.048399862398,285.624824360619,275.342440692766,253.898865190986,238.475289689207,223.051714187428,201.608138685648,186.184563183869,170.760987682089,149.8971531129515,149.317412180309,231.978144949392,236.252881055688,235.01208328744,205.3111119316338,207.3279154783181,215.0461955060625,159.8429750085008,167.3965102554281,180.5363032798028,195.0509779901074,170.8099484456693,160.6948258829874,147.5182099574336,145.0415321289134,148.9322739774564,145.0224993449655
Australia,1.A.3  Transport,59821.59517880721,59821.59517880721,59163.84901347175,60087.58079851389,61562.17587725835,62998.057031317854,66231.55254372784,68032.39765639805,69277.1751676552,69393.71305256682,70156.59713435727,71712.10568957542,71659.43564544135,73057.248355184,75417.2757354111,78428.09658811368,79578.61391177334,80924.74360498198,82929.9640744859,84025.12432125756,84941.0941523449,86494.91346714612,89173.66518587261,89769.54815943004,90053.17555630313,91221.61331514212,93378.02318652188,94609.45011144961,96951.99123395396,98973.04410320712
Australia,1.A.3.a  Domestic Aviation,2614.88819513568,2614.88819513568,3246.65052388835,3521.2711915308,3693.008991879477,3915.537180005746,4614.032588983912,5064.617830891062,5405.293009935455,4903.113879809644,4747.669276106228,4935.917615074979,5482.63189489431,4929.317787454845,4708.616934471688,4930.306511439215,5360.229545965009,5638.016552313797,6112.76250997047,6620.285557233733,6653.222736849557,6766.948729775468,7591.1958576977995,7925.9338914978,8410.9062753978,8505.11020579511,8532.8798391978,8734.254138997801,8777.458124760069,9000.088989839192
Australia,1.A.3.b  Road Transportation,52645.009130163926,52645.009130163926,51681.57355611466,52321.94336952619,53797.118722647174,55141.789917469716,57221.67549362968,58449.37561905625,59341.52087874034,60305.32705349392,61457.15845587316,62690.20779923047,62150.46551780018,63937.1991393403,66406.5362196689,68893.17733042757,69317.77009533819,70485.49854733946,71554.27890172882,72462.37266667571,73091.49408168912,74403.15381730442,76376.89254967646,76876.63095041821,76676.96940752299,77800.32471288722,79457.74117606756,80373.15933936652,82390.65262004363,83980.68261252821
Australia,1.A.3.b.i  Cars,33817.48028544948,33817.48028544948,33322.87178372842,33732.68969100686,34472.82370725572,35085.91234940695,36038.63008541278,36382.49001865133,36425.1109113204,36668.86205557728,38039.44491339444,38508.454370237196,37719.09707696686,38176.928399992496,39981.9588664136,41146.69812424766,41538.47528859281,41846.10803769529,40990.98681165061,41558.62527533838,41772.25560484591,42448.01626642581,43165.384534330624,42799.74346536031,42216.71052152534,42312.57590951391,43978.45726265867,43333.938803528676,44380.7832917514,46110.290040606385
Australia,1.A.3.b.ii  Light Duty Trucks,7366.219917504409,7366.219917504409,7258.598457361291,7370.43144441267,7598.897755382297,7810.209076741014,8126.112615084388,8322.742831372127,8472.771077947782,8632.32270524443,8523.591212197527,8913.124393433267,9655.508122621515,10076.769211866975,10329.765163494618,11256.956779559638,10767.519649712303,10974.674115104068,11716.980599354949,12183.479629294696,12667.84914563621,13314.748759150254,13521.109273029155,13494.592856463807,13583.571251319087,13753.699904394136,13816.344839548277,15135.421404911724,15482.285624384982,16507.62215756127
Australia,1.A.3.b.iii  Heavy Duty Trucks and Buses,11262.896195520609,11262.896195520609,10905.521862810527,11022.591899263556,11525.751025309044,12043.419792250124,12850.263044588695,13536.609090550157,14237.07562985635,14797.253895886193,14743.593334165847,15100.491815897476,14587.075339960244,15440.783905847877,15903.44828650525,16267.615442970371,16823.519783192864,17477.126523744606,18566.33184691139,18418.88988699849,18332.434208645893,18299.705112405274,19388.111115147985,20327.009226882965,20606.640317256148,21476.996680129178,21368.632586772746,21619.18306047738,22233.734673197705,21062.607113225
Australia,1.A.3.b.iv  Motorcycles,198.412731689428,198.412731689428,194.581452214421,196.2303348431,199.646234700122,202.248699071625,206.66974854382,207.533678482635,206.563259615812,206.88839678602,150.528996115346,168.13721966253,188.784978251567,242.717621632957,191.363903255415,221.90698364989,188.255373840207,187.589870795501,279.97964381187,301.377875044149,318.955122561109,340.683679323091,302.287627168701,255.285401711127,270.047317422417,257.052218849997,294.306487087863,284.616070448755,293.849030709549,300.163301135562
Australia,1.A.3.b.v  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Australia,1.A.3.c  Railways,1737.8502383667853,1737.8502383667853,1736.3542383667852,1682.8705959169633,1656.1145959169633,1606.8794302007118,1557.2504302007117,1561.5333110173192,1568.7892383667852,1566.459,1569.5842383667853,1566.7882383667852,1491.67299,1567.3264683667853,1639.572626448446,1819.1272383667851,1893.9405,1901.28,1942.57291010595,2317.2816184468,2408.37679278152,2380.29830844642,2455.03028043938,2717.78681097302,2923.3344648,2998.833584,3240.522335,3340.528534,3488.1379162,3564.9057531
Australia,1.A.3.d  Domestic Navigation,2523.0742040624214,2523.0742040624214,2235.2302985583087,2261.1458051884197,2073.791506299741,1939.7909678553399,2397.4029554672293,2494.944256390564,2479.2719260461927,2131.310326208991,1853.0062882507402,1948.4053969410622,1851.28477122088,1851.7224230621048,1831.3525761648743,1998.405727318209,2170.5069196459904,2016.69858483267,2404.145069174533,1694.9766903109419,2132.2342309780456,2302.5560398863236,2153.8697327145674,1678.8517507452725,1428.7142007128696,1333.2148421990034,1564.6097941972785,1485.9418491224064,1570.2410906468447,1593.7310008751501
Australia,1.A.3.e  Other Transportation,300.7734110783983,300.7734110783983,264.0403965436501,300.34983635151565,342.1420605149876,394.0595357863395,441.191075446312,461.92663904285826,482.30011456642325,487.5027930542527,529.1788757603523,570.7866399621167,683.3804715259803,771.6825369599665,831.197378657199,787.0797805619035,836.1668508241587,883.2499204960549,916.2046835061234,930.2077885903657,655.7663100466656,641.9565717334831,596.6767653444047,570.3447557957277,613.2512078694768,584.1299702607906,582.2700420592421,675.5662499628762,725.5014823034037,833.635746864561
Australia,1.A.3.e.i  Pipeline Transport,262.200783530251,262.200783530251,226.212440692766,262.200783530252,303.330318201664,354.742236540929,401.012963046267,421.577730381973,442.142497717679,447.283689551606,488.413224223017,529.542758894429,642.648979240813,730.049240417563,788.669109707993,742.917643577881,792.046872742883,839.330414039505,871.930711458433,885.899329671211,611.942926478566,598.018981557154,552.253347088951,526.711093446364,569.846412509639,541.967888494826,540.047293461427,633.478635366638,682.026755618651,790.715304057896
Australia,1.A.3.e.ii  Other,38.57262754814731,38.57262754814731,37.82795585088411,38.14905282126365,38.81174231332357,39.31729924541051,40.17811240004505,40.34890866088523,40.15761684874423,40.21910350264669,40.76565153733529,41.2438810676878,40.73149228516725,41.63329654240343,42.52826894920598,44.16213698402248,44.11997808127568,43.91950645654996,44.27397204769029,44.30845891915465,43.82338356809951,43.93759017632903,44.42341825545358,43.63366234936366,43.40479535983781,42.16208176596464,42.22274859781507,42.08761459623831,43.47472668475267,42.92044280666502
Australia,1.A.4  Other Sectors,13018.361652751862,13018.361652751862,13114.240534685981,13484.545646595356,13939.088326080944,13886.880009785444,14598.530737695342,15013.655989047635,15275.706228555608,15625.53853588333,15773.55105556747,16311.59253289565,17170.16883341171,17565.27175622325,18172.019695009796,18147.23380980405,18608.09063042472,18809.03729011954,18693.928366908556,19085.446700991266,19328.924469498605,19707.66844831698,20171.026801672917,20612.34300980235,21032.791058363076,21477.529709668426,22133.337409073592,22981.802997553885,23530.510163957224,23812.648652479966
Australia,1.A.4.a  Commercial/Institutional,3591.64380903679,3591.64380903679,3650.34610104391,3742.13151322422,3777.51715889919,3789.09916806882,3959.03630675447,4081.83173957687,4115.42061360619,4231.36361495613,4340.61867345955,4515.18433875788,4235.68355148963,4374.73286099185,4313.9197685887,4360.54945605284,4428.70543727793,4623.8725658948,4658.0849367063,4773.65422625616,4837.166193059632,4948.11606837865,5131.563922286959,5349.913821525638,5448.703494375558,5753.030294718936,5894.585387518117,6089.187339064234,6237.297246127486,6468.744268672043
Australia,1.A.4.b  Residential,6020.787843715073,6020.787843715073,6036.994433642072,6260.564133371136,6560.891167181754,6365.510841716624,6795.384430940873,7075.008049470765,7137.908723115492,7274.781829093274,7169.601190273994,7389.037002303842,7527.744090088154,7701.137703397472,7743.767753191183,7661.779010521297,7720.071613231201,8072.243291460158,8132.247715054004,8340.790489586854,8540.91228623826,8662.009907558104,8914.149134826215,9027.487329068312,9251.869819220314,9437.13231632271,9584.84394539024,9843.231541575316,9722.596379162307,9719.874441476732
Australia,1.A.4.b.i  Stationary Combustion,5780.78038341549,5780.78038341549,5801.62048612546,6023.19224914994,6319.39588167663,6120.86986863407,6545.38728711837,6823.94817335859,6888.03910716775,7024.52962952125,6915.948247375019,7132.408408993785,7274.303693647113,7442.086080466962,7479.14741306279,7386.99238039849,7445.54730516993,7798.96636239718,7856.76522231282,8065.09341186767,8268.233455147863,8388.620457572057,8637.73675457006,8755.98898556116,8981.795536981323,9174.790474223375,9322.124620781611,9581.353050754278,9452.086968679401,9452.813908457481
Australia,1.A.4.b.ii  Off-road Vehicles and Other Machinery,240.007460299583,240.007460299583,235.373947516612,237.371884221196,241.495285505124,244.640973082554,249.997143822503,251.059876112175,249.869615947742,250.252199572024,253.652942898975,256.628593310057,253.440396441041,259.05162293051,264.620340128393,274.786630122807,274.524308061271,273.276929062978,275.482492741184,275.697077719185,272.678831090397,273.389449986047,276.412380256156,271.498343507152,270.074282238991,262.341842099335,262.719324608627,261.878490821038,270.509410482906,267.060533019249
Australia,1.A.4.b.iii  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Australia,1.A.4.c  Agriculture/Forestry/Fishing,3405.93,3405.93,3426.9,3481.85,3600.68,3732.27,3844.11,3856.8162,4022.3768918339265,4119.3930918339265,4263.331191833927,4407.371191833927,5406.741191833927,5489.4011918339265,6114.332173229912,6124.905343229912,6459.313579915587,6112.921432764584,5903.595715148252,5971.001985148251,5950.845990200712,6097.542472380228,6125.313744559744,6234.9418592083985,6332.217744767203,6287.367098626779,6653.908076165237,7049.384116914333,7570.616538667429,7624.029942331191
Australia,1.A.4.c.i  Stationary,3405.93,3405.93,3426.9,3481.85,3600.68,3732.27,3844.11,3856.8162,4022.3768918339265,4119.3930918339265,4263.331191833927,4407.371191833927,5406.741191833927,5489.4011918339265,6114.332173229912,6124.905343229912,6459.313579915587,6112.921432764584,5903.595715148252,5971.001985148251,5950.845990200712,6097.542472380228,6125.313744559744,6234.9418592083985,6332.217744767203,6287.367098626779,6653.908076165237,7049.384116914333,7570.616538667429,7624.029942331191
Australia,1.A.4.c.ii  Off-road Vehicles and Other Machinery,"IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA"
Australia,1.A.4.c.iii  Fishing,"IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA","IE,NA"
Australia,1.A.5  Other (Not specified elsewhere),418.995517921935,418.995517921935,442.33948232456,493.23382793241,499.713364581861,558.572469488305,689.951520636309,774.478474244972,813.487907121266,702.262255484037,626.759968334014,629.105048084462,633.153395294817,585.435858533567,555.637415262932,577.640612909534,617.698447724256,649.054873690032,819.942981175526,839.56324798066,826.776826063612,881.176435478053,890.391662878104,864.174122523017,903.516255584773,1017.05806674655,937.318089979896,1113.99786114726,919.130196799894,820.156424327638
Australia,1.A.5.a  Stationary,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Australia,1.A.5.b  Mobile,418.995517921935,418.995517921935,442.33948232456,493.23382793241,499.713364581861,558.572469488305,689.951520636309,774.478474244972,813.487907121266,702.262255484037,626.759968334014,629.105048084462,633.153395294817,585.435858533567,555.637415262932,577.640612909534,617.698447724256,649.054873690032,819.942981175526,839.56324798066,826.776826063612,881.176435478053,890.391662878104,864.174122523017,903.516255584773,1017.05806674655,937.318089979896,1113.99786114726,919.130196799894,820.156424327638
Australia,Waste Incineration with Energy Recovery included as Biomass,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Australia,Waste Incineration with Energy Recovery included as Fossil Fuels,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Australia,1.AB  Fuel Combustion - Reference Approach,254498.7559793475,254498.7559793475,257643.31817877616,258657.28950888588,265862.3926017181,268892.3483312443,277143.90469771926,287304.7771815549,291479.24326866644,305977.1952785548,313551.37161220645,319265.2121007774,324050.4085831063,330567.88947143796,336594.3430842401,349431.09369401936,356355.76518915565,355463.76805691724,364971.586789973,370193.47601173486,380303.9801755579,374164.71637709293,372916.24308372615,380721.0930856074,369832.6603061819,360968.82449972327,368241.3444211804,373134.43851895153,375023.31847996364,375064.5217651961
Australia,"1.AD  Feedstocks, Reductants and Other Non-energy Use of Fuels",12228.06901453965,12228.06901453965,11899.764487253333,12544.172946267216,12346.192598185899,13363.716339825549,13875.105733436401,13883.126776494651,13870.24048175372,13828.238373836055,14251.224419197159,13586.633622436362,12325.083805480772,12128.838280015882,12853.256762458908,13856.41232832764,13696.20309726627,14558.114851378014,15521.266555352788,14893.470200124175,13867.708178052859,16368.507337232484,16628.607061795115,16651.117533475113,12422.490396363119,12312.101165282413,12769.200421135469,13505.84336972874,13934.391668218661,14410.95224090838
Australia,1.B  Fugitive Emissions from Fuels,7413.169183800483,7413.169183800483,7147.225815088739,7465.509608932593,7292.1811283771685,7057.379207123544,7303.751039555445,7043.405822588139,7034.922756929867,7268.511914655642,7489.1041480329695,8277.472283009196,8495.710686840952,8371.343755171994,7503.104482531299,7167.482153795391,7249.182233051992,7365.918666905546,7833.803069955467,7812.869052529578,8362.66747505442,8587.240130379187,8232.734988590593,8641.190367390958,9182.934698438272,9669.569131615446,11118.616079141437,12746.080498747071,15184.351103388895,17267.48148946747
Australia,1.B.1  Solid Fuels,1183.8805823664284,1183.8805823664284,1171.7683050721841,1300.9915961012348,1195.2733323961818,1119.4358267168047,1111.526799450713,1222.6491030835098,1333.083691967607,1320.7717624290235,1127.8534806311077,1150.5101382610003,1218.1287625308023,1239.5687250121155,1099.0948179425393,1058.058177928793,1297.9784968482556,1214.9902140545018,1287.1587258148281,1162.3635762445856,1308.412512179735,1292.1040585003,1545.962256564211,1580.216366257684,1887.698115623264,1918.100052748469,1909.730431069916,2063.868250992841,2143.618426618405,2365.629401966052
Australia,1.B.1.a  Coal Mining and Handling,1183.5963890831094,1183.5963890831094,1171.37929378474,1300.2382834926173,1193.4060887638664,1117.3365641433013,1108.93041624784,1218.1041198379837,1325.4420340886982,1310.7040968649185,1117.532359362906,1140.0016219373704,1209.0658526155396,1231.7557051912559,1082.1433092085965,1004.280094981543,1237.789118667487,1147.914855367773,1219.218637475975,1079.678532024353,1127.109758362244,1046.893427478196,1379.189758525351,1391.817483845767,1308.654685671543,1188.50673895896,1298.741054015888,1374.299320706386,1335.296459196489,1560.304758416042
