iso,units,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013
bwa,kt/1000,0.000876177,0.000876177,0.000876177,0.000876177,0.000876177,0.000876177,0.000876177,0.000876177,0.000876177,0.000876177,0.000867872,0.000911219,0.000915049,0.000900011,0.001027405,0.000908139,0.000933271,0.000918958,0.000765889,0.000820284,0.000818274,0.000815809,0.000770796,0.000709056,0,0,0,0,0,0,0,0,0,0.000728398,0.001000948,0.001067872,0.001244734,0.001253022,0.00129746,0.001305493,0.001297091,0.00134852,0.0013307,0.001312677,0.001297389,0.001279978,0.001259876,0.001240562,0.001219816,0.00120001,0.00120001,0.00120001,0.00120001
caf,kt/1000,0.000365361,0.000365361,0.000365361,0.000365361,0.000365361,0.000365361,0.000365361,0.000365361,0.000365361,0.000365361,0.000399899,0.000346677,0.000340947,0.000458202,0.000329172,0.00043371,0.000438249,0.000472072,0.000370416,0.000553963,0.000575826,0.000517275,0.000522895,0.000598979,0.000792855,0.000593331,0.000603512,0.000608592,0.000616376,0.000641241,0.000645733,0.000653524,0.000664445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cod,kt/1000,6.52E-05,6.52E-05,6.52E-05,6.52E-05,6.52E-05,6.52E-05,6.52E-05,6.52E-05,6.52E-05,6.52E-05,6.15E-05,5.66E-05,6.42E-05,6.18E-05,8.30E-05,9.49E-05,7.50E-05,7.57E-05,7.79E-05,6.21E-05,4.91E-05,5.49E-05,6.48E-05,6.79E-05,6.32E-05,3.49E-05,5.22E-05,4.29E-05,5.84E-05,5.76E-05,5.63E-05,3.31E-05,4.64E-05,4.54E-05,4.13E-05,3.41E-05,0,3.30E-05,0,0,2.43E-05,4.06E-05,3.97E-05,3.87E-05,3.69E-05,3.57E-05,3.41E-05,3.28E-05,3.16E-05,3.05E-05,3.05E-05,3.05E-05,3.05E-05
cog,kt/1000,0.001814378,0.001814378,0.001814378,0.001814378,0.001814378,0.001814378,0.001814378,0.001814378,0.001814378,0.001814378,0.002074671,0.001844827,0.001395061,0.001195727,0.001189527,0.001157929,0.001150813,0.001131128,0.001107983,0.001109974,0.001093944,0.001191177,0.001167745,0.001168285,0.001209225,0,0,0.001370734,0,0.001532649,0.001413484,0.001487431,0.001456476,0.001454426,0.001320392,0.001450856,0.001384271,0.001363236,0.001273926,0.001203335,0.00122416,0,0,0,0,0,0,0,0,0,0,0,0
cok,kt/1000,0.000778823,0.000778823,0.000778823,0.000778823,0.000778823,0.000778823,0.000778823,0.000778823,0.000778823,0.000778823,0.00081184,0.000627556,0.000723499,0.000850652,0.000925436,0.001253437,0.00130695,0.001351244,0.001398058,0.00142272,0.001436452,0.00148649,0.001479244,0.001465594,0.0014699,0.001528251,0.001563671,0.001612694,0.001643198,0.001729004,0.001746504,0.00194329,0.002282695,0.002542496,0.00287948,0.003551529,0.003660036,0.003754029,0.003785105,0.003790056,0.003680024,0.003729834,0.002712005,0.002766638,0.002720562,0.00276571,0.002793614,0.002771163,0.002852116,0.002855937,0.002855937,0.002855937,0.002855937
com,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0.000149997,0.000145982,0.000159933,0.000162606,0.000166951,0.000174229,0.000176411,0.000175474,0.000178173,0.000178512,0.000182496,0.000182205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpv,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000220295,0.000247286,0.000268065,0.000294547,0.000290766,0.00036763,0.000396854,0.000527771,0.000419666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuw,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cym,kt/1000,0.000213683,0.000213683,0.000213683,0.000213683,0.000213683,0.000213683,0.000213683,0.000213683,0.000213683,0.000213683,0.000208539,0.000182973,0.000173963,0.000171502,0.000181934,0.00025702,0.000298305,0.000233647,0.000217476,0.000183473,0.000171241,0.000181306,0.000202352,9.72E-05,0.000116042,0.000111253,0.000101195,7.63E-05,6.22E-05,4.32E-05,5.98E-05,4.85E-05,5.13E-05,5.03E-05,4.63E-05,4.33E-05,4.27E-05,4.05E-05,3.82E-05,3.73E-05,3.59E-05,3.51E-05,3.49E-05,3.43E-05,3.34E-05,3.27E-05,3.19E-05,3.12E-05,3.06E-05,3.02E-05,3.02E-05,3.02E-05,3.02E-05
dji,kt/1000,0,0,0,0,0,0,0,0,0,0,1.24E-06,2.56E-06,3.61E-06,4.84E-06,5.54E-06,6.45E-06,7.88E-06,9.91E-06,1.02E-05,1.22E-05,1.72E-05,2.00E-05,2.47E-05,2.94E-05,3.76E-05,4.45E-05,4.83E-05,5.33E-05,6.43E-05,6.35E-05,6.26E-05,6.39E-05,6.82E-05,7.33E-05,8.25E-05,8.91E-05,9.15E-05,9.70E-05,0.000102318,0.000105898,0.000104246,0.000102663,0.000101054,9.96E-05,9.83E-05,9.69E-05,9.57E-05,9.44E-05,9.32E-05,9.20E-05,9.20E-05,9.20E-05,9.20E-05
dma,kt/1000,0.004580208,0.004580208,0.004580208,0.004580208,0.004580208,0.004580208,0.004580208,0.004580208,0.004580208,0.004580208,0.004827519,0.005156604,0.005560886,0.00546877,0.006323801,0.006412043,0.007135784,0.005711576,0.002530985,0.003992271,0.004376252,0.005428049,0.003671407,0.003816966,0.004747073,0.004871066,0.005121727,0.005198261,0.009201675,0.009227355,0.009217075,0.009224927,0.009232468,0.009253257,0.005313374,0.0053336,0.005403464,0.005466594,0.00550645,0.005542314,0.005560711,0,0,0,0,0,0,0,0,0,0,0,0
eri,kt/1000,0.000183298,0.000183298,0.000183298,0.000183298,0.000183298,0.000183298,0.000183298,0.000183298,0.000183298,0.000183298,0.000191926,0.000180587,0.000178882,0.000178658,0.000192327,0.000193159,0.000179689,0.000188323,0.000204681,0.000218615,0.000214111,0.000199915,0.000210547,0.000201408,0,0,0,0.000258845,0.000254896,0.000264135,0.000259413,0.000265685,0.000242936,0.000242144,0.000250235,0.000546181,0.000624405,0.000631951,0.000627139,0.000618833,0.000519871,0.000398543,0.000386773,0.000375171,0.000346303,0.000328808,0.000306322,0.000287116,0.000274738,0.000258529,0.000258529,0.000258529,0.000258529
esh,kt/1000,0.000362473,0.000362473,0.000362473,0.000362473,0.000362473,0.000362473,0.000362473,0.000362473,0.000362473,0.000362473,0.000370597,0.000445235,0.000470054,0.000530794,0.000489207,0.000464089,0.000451441,0.000374418,0.000350348,0.000393158,0.000388176,0.000445791,0.000444588,0.000448759,0.000428128,0.000417149,0.000407796,0.000408907,0.000400285,0.000394211,0.000398482,0.000407822,0.00041855,0.000408253,0.00038792,0.000374424,0.000349064,0.000301859,0.000283454,0.000269091,0.000246428,0.000244999,0.000232764,0.00021978,0.000210777,0.000203545,0.000198327,0.000194185,0.000190903,0.000188071,0.000188071,0.000188071,0.000188071
fji,kt/1000,0.002887052,0.002887052,0.002887052,0.002887052,0.002887052,0.002887052,0.002887052,0.002887052,0.002887052,0.002887052,0.003492371,0.004052458,0.003689032,0.00472871,0.003805771,0.004529279,0.00487969,0.00443884,0.005785553,0.005173904,0.005949418,0.004812803,0.003615395,0.0045906,0.003760394,0.004966144,0.004930386,0.004591006,0.005755703,0.005378778,0.004601587,0.004234442,0.004232245,0.004266549,0.004635052,0.004583779,0.004572009,0.004181604,0.003151039,0.002082842,0.002770409,0.004188121,0.004185101,0.00419207,0.004271897,0.004299757,0.00433416,0.004354397,0.004370682,0.004392585,0.004392585,0.004392585,0.004392585
flk,kt/1000,0.007486285,0.007486285,0.007486285,0.007486285,0.007486285,0.007486285,0.007486285,0.007486285,0.007486285,0.007486285,0.007429864,0.007351418,0.007250667,0.007229478,0.007288906,0.007271812,0.007274976,0.008389381,0.009488717,0.010076397,0.011262504,0.011834908,0.012661167,0.013552536,0.013736921,0.013222679,0.011260149,0.0107313,0.010191251,0.009585863,0.008942582,0.00805988,0.007206766,0.009090769,0.007767548,0.006887302,0.006650251,0.006244913,0.005852332,0.005520758,0.005436543,0.005398494,0.005386727,0.005396228,0.005412702,0.00544247,0.005480935,0.005524275,0.005560512,0.005583437,0.005583437,0.005583437,0.005583437
fro,kt/1000,0.000220193,0.000220193,0.000220193,0.000220193,0.000220193,0.000220193,0.000220193,0.000220193,0.000220193,0.000220193,0.000217877,0.00020078,0.000190379,0.000183732,0.000178361,0.000175115,0.00016873,0.000146436,0.000150606,0.000160898,0.000167691,0.000169523,0.000171983,0.000164774,0.000149269,0.000147417,0.000145513,0.000143965,0.00014328,0.000143768,0.000145637,0.000148842,0.000152598,0.000155892,0.000157957,0.000158338,0.000157186,0.000155138,0.000152941,0.000151068,0.000149362,0.000147971,0.000146815,0.000145918,0.000145175,0.000144635,0.000144574,0.000144478,0.000144516,0.00014467,0.00014467,0.00014467,0.00014467
fsm,kt/1000,8.53E-05,8.53E-05,8.53E-05,8.53E-05,8.53E-05,8.53E-05,8.53E-05,8.53E-05,8.53E-05,8.53E-05,9.36E-05,0.000104079,9.73E-05,9.10E-05,8.39E-05,4.41E-05,6.20E-05,6.11E-05,6.08E-05,6.06E-05,7.85E-05,7.68E-05,7.55E-05,7.47E-05,7.64E-05,8.01E-05,8.29E-05,8.52E-05,8.73E-05,8.93E-05,9.11E-05,9.29E-05,9.49E-05,9.42E-05,0.000586135,0.00058433,0.000590855,0.000597772,0.000603236,0.000612004,0.00061193,0.000615523,0.000616965,0.000617611,0.000619901,0.000622393,0.000625952,0.000629432,0.000630716,0.000632888,0.000632888,0.000632888,0.000632888
gab,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000512877,0.000558231,0.000464358,0.000484894,0.000471724,0.000443867,0.00067205,0.000425041,0.000547797,0.000534461,0.00071306,0.000722474,0.000717994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gha,kt/1000,0.000188084,0.000188084,0.000188084,0.000188084,0.000188084,0.000188084,0.000188084,0.000188084,0.000188084,0.000188084,0.000175194,0.000217706,0.000228289,0.000251142,0.000444538,0.000456639,0.000409124,0.000416083,0.000353733,0.000261427,0.000448789,0.000419499,0.000370768,0.000233975,0.000227249,0.000206213,0.000218633,0.000262948,0.00024992,0.000270938,0.000251588,0.000242963,0.000204549,0.000167013,0.000160443,0.000228697,0.000264687,0.000232012,0.000244575,0.000229107,0.000331995,0.000330511,0.000327598,0.000326429,0.000322024,0.000319331,0.000315249,0.00031324,0.000312313,0.000310922,0.000310922,0.000310922,0.000310922
gib,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gin,kt/1000,0.000227533,0.000227533,0.000227533,0.000227533,0.000227533,0.000227533,0.000227533,0.000227533,0.000227533,0.000227533,0.000230043,0.000240463,0.000193744,0.000190882,0.0001967,0.000202658,0.000184061,0.000190764,0.000246271,0,0.00020874,0.000216897,0.000215624,0.000177927,0,0,0,0,0,0.000198982,0.000196019,0,0.00019256,0.000231116,0.000267206,0.000233299,0.000203088,0.000207789,0.000213086,0.000223338,0.000229017,0.000234022,0.00023954,0.000246119,0.000251615,0.000256322,0.000260182,0.000262945,0.000264454,0.000266379,0.000266379,0.000266379,0.000266379
global,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glp,kt/1000,0.00197822,0.00197822,0.00197822,0.00197822,0.00197822,0.00197822,0.00197822,0.00197822,0.00197822,0.00197822,0.00326188,0.003242112,0.003572437,0.00238197,0.003076108,0.003114918,0.003279636,0.003736428,0.002298697,0.00225152,0.003159146,0.002280806,0.002972063,0.002792539,0.003622642,0.003561185,0.002013449,0.00342943,0.003362972,0.002463665,0.002417084,0.003133701,0.000820523,0.001091504,0.000977359,0.001614077,0.001593787,0.004248206,0.004941691,0.004908088,0.004901225,0.004888429,0.004846504,0.004773348,0.004778622,0.004756369,0.004760566,0.004760336,0.0047595,0.004755487,0.004755487,0.004755487,0.004755487
gmb,kt/1000,0.000284944,0.000284944,0.000284944,0.000284944,0.000284944,0.000284944,0.000284944,0.000284944,0.000284944,0.000284944,0.000365421,0.000400477,0.000355478,0.000397555,0.000277864,0.000288136,0.000419283,0.000676743,0.000853767,0.000459007,0.000313894,0.000497877,0.000616193,0.000550486,0.001295835,0.001247224,0.000503728,0,0.000475458,0,0,0,0,0,0,0,0,0.000639503,0.000388184,0.000380656,0.000356792,0.00035772,0.000350242,0.000342054,0.000273044,0.000237575,0.000188237,0.000187482,0.000186141,0.000183929,0.000183929,0.000183929,0.000183929
gnb,kt/1000,0.000581378,0.000581378,0.000581378,0.000581378,0.000581378,0.000581378,0.000581378,0.000581378,0.000581378,0.000581378,0.000591875,0.000601713,0.000611348,0.000693447,0.000625451,0.000641438,0.000666102,0.000815429,0.000698325,0.000715335,0.001073483,0.000769114,0.000805431,0.00080683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000906418,0.000901777,0.000883828,0.000890749,0.000880607,0.000879963,0.000872974,0.000867334,0.0008621,0.000854979,0.00084747,0.00084747,0.00084747,0.00084747
gnq,kt/1000,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.92E-05,8.48E-05,8.84E-05,9.28E-05,0.000102071,0.000107129,0.000112365,0.000118512,0.00011874,0.00011687,0.000115353,0.000111511,0.000108386,0.000103858,9.81E-05,9.51E-05,9.24E-05,9.09E-05,8.99E-05,9.59E-05,9.51E-05,9.46E-05,9.31E-05,9.18E-05,9.05E-05,8.91E-05,8.74E-05,8.56E-05,8.38E-05,8.28E-05,8.17E-05,7.89E-05,7.72E-05,7.51E-05,7.30E-05,7.11E-05,6.93E-05,6.70E-05,6.82E-05,6.47E-05,6.47E-05,6.47E-05,6.47E-05
grd,kt/1000,0.000426622,0.000426622,0.000426622,0.000426622,0.000426622,0.000426622,0.000426622,0.000426622,0.000426622,0.000426622,0.00043048,0.000467065,0.000480677,0.00048575,0.00048161,0.000474684,0.000460926,0.000451591,0.000481713,0.000407704,0.000393584,0.00037376,0.000335685,0.000305807,0.000296851,0.00028133,0.000293314,0.000304145,0.000317937,0.000327467,0.000295682,0.000288479,0.00029613,0.000327701,0.000337558,0.000308041,0.000301002,0.000287735,0.00031762,0.000238275,0.000248444,0.000285706,0.000289606,0.000320923,0.000319674,0.000335829,0.000342843,0.000353893,0.000365854,0.000378182,0.000378182,0.000378182,0.000378182
grl,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86E-07,3.85E-07,9.22E-07,1.22E-06,1.15E-06,1.14E-06,1.11E-06,1.09E-06,1.06E-06,1.03E-06,1.01E-06,1.01E-06,1.01E-06,1.01E-06
guf,kt/1000,0.000782297,0.000782297,0.000782297,0.000782297,0.000782297,0.000782297,0.000782297,0.000782297,0.000782297,0.000782297,0.000714668,0.000716661,0.000685302,0.000657891,0.000698212,0.000660538,0.000780231,0.000822577,0.000853425,0.000836053,0.001228808,0.001354334,0.001925894,0.001927736,0,0.003551566,0.003304439,0.003145422,0,0.002835979,0.002669764,0.002608195,0.002508451,0.002435388,0.002373511,0.00236248,0.002321234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guy,kt/1000,0.003734811,0.003734811,0.003734811,0.003734811,0.003734811,0.003734811,0.003734811,0.003734811,0.003734811,0.003734811,0.003983158,0.004724973,0.004714336,0.005198333,0.004002655,0.00351555,0.003229729,0.005642326,0.003378189,0.002514909,0.004286468,0.004058248,0.003971876,0.004086794,0.003165655,0.005083337,0.003743035,0.005000532,0.005318871,0.003778175,0.005629399,0.004998292,0.004735586,0.003946317,0.005584132,0.005483467,0.006768195,0.006726301,0.007531334,0.00560566,0.005623843,0.007164984,0.007675667,0.007789909,0.007905919,0.008014264,0.008116885,0.008215161,0.008309783,0.00840135,0.00840135,0.00840135,0.00840135
hkg,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hnd,kt/1000,0.003636148,0.003636148,0.003636148,0.003636148,0.003636148,0.003636148,0.003636148,0.003636148,0.003636148,0.003636148,0.003660187,0.003445903,0.003250757,0.00271668,0.002850061,0.002768677,0.003092409,0.002629012,0.002538238,0.002922106,0.002742074,0.002477178,0.002644106,0.002898454,0.002252854,0.002077552,0.002376113,0.002661914,0.002506772,0.001953333,0.002413857,0.00240918,0.002970706,0.001840899,0.004855221,0.003840735,0.005381097,0.005951569,0.006544135,0.007641563,0.006383062,0.002899,0.002848118,0.002825044,0.002804593,0.002783497,0.002765449,0.002745472,0.002728694,0.002713104,0.002713104,0.002713104,0.002713104
hti,kt/1000,0.001155219,0.001155219,0.001155219,0.001155219,0.001155219,0.001155219,0.001155219,0.001155219,0.001155219,0.001155219,0.001259293,0.001277458,0.001238384,0.0011809,0.001156915,0.001137968,0.001249079,0.001270084,0.001306091,0.000952272,0.000904938,0.000657457,0.000590483,0.000598225,0.000582643,0.000529051,0.000529265,0.000521032,0.000543005,0.000478055,0.000562021,0.000618182,0.000587604,0.00057664,0.000588452,0.000562435,0.000775824,0.000733746,0.000686809,0.000903649,0.000860487,0.00085254,0.000860081,0.000848391,0.000828026,0.00081164,0.000796279,0.000778934,0.000765557,0.000750697,0.000750697,0.000750697,0.000750697
jam,kt/1000,0.00191554,0.00191554,0.00191554,0.00191554,0.00191554,0.00191554,0.00191554,0.00191554,0.00191554,0.00191554,0.002004067,0.002452554,0.001728065,0.001879681,0.001443157,0.001590964,0.001235436,0.001469347,0.001453799,0.001762326,0.001918532,0.001030745,0.001429491,0.001678326,0.001309184,0.001406164,0.002014187,0.002474346,0.002496636,0.001502789,0.001630981,0.001087421,0.001316358,0.001422565,0.001391805,0.00141754,0.001552258,0.001546752,0.001571666,0.001698752,0.001419518,0.0015192,0.001497746,0.001509089,0.001476388,0.001466589,0.001445981,0.001430792,0.001417014,0.001403252,0.001403252,0.001403252,0.001403252
khm,kt/1000,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003751598,0.003849646,0.004125054,0.004418189,0.004261399,0.004352107,0.004677252,0.00460358,0.004866617,0.004866617,0.004866617,0.004866617,0.004866617,0.004866617
kir,kt/1000,0.000346325,0.000346325,0.000346325,0.000346325,0.000346325,0.000346325,0.000346325,0.000346325,0.000346325,0.000346325,0.000350808,0.000353537,0.000356384,0.000355889,0.000355526,0.000356447,0.000355417,0.000355448,0.000357126,0.000356408,0.000354385,0.000365145,0.000371589,0.000374921,0.000377643,0.000383394,0.000378102,0.000372161,0.000369664,0.000178402,0.000172151,0.000172022,0.000168965,0.000168703,0.000170171,0.000176913,0.000175883,0.000175275,0.000174323,0.000188403,0.000189833,0.000206212,0.000202557,0.000202795,0.000202425,0.000200273,0.000199428,0.000200043,0.000198463,0.000194762,0.000194762,0.000194762,0.000194762
kna,kt/1000,0.001380534,0.001380534,0.001380534,0.001380534,0.001380534,0.001380534,0.001380534,0.001380534,0.001380534,0.001380534,0.001390836,0.001391578,0.001394588,0.001393568,0.002001723,0.002005779,0.002023123,0.002043978,0.002078143,0.002098701,0.002759476,0.002786659,0.002809385,0.003470707,0.006823662,0.006901688,0.006900133,0.006996997,0,0,0.006971663,0.006965802,0.006901427,0.006838313,0.006768,0.006755988,0.006749572,0.006693689,0.006633508,0.006676941,0.006554119,0.006467858,0.006390736,0.006303107,0.005216556,0.004656051,0.003958325,0.003385446,0.002799048,0.002226532,0.002226532,0.002226532,0.002226532
kwt,kt/1000,3.05E-05,3.05E-05,3.05E-05,3.05E-05,3.05E-05,3.05E-05,3.05E-05,3.05E-05,3.05E-05,3.05E-05,2.84E-05,2.83E-05,2.83E-05,2.71E-05,2.90E-05,2.80E-05,2.86E-05,2.86E-05,6.26E-05,3.47E-05,6.59E-05,0.000101365,9.68E-05,9.10E-05,0.000168879,0,0,0.000147314,0.000142026,0,0,0.000148974,0.000160877,0.000172076,0.000180262,0.000352396,0.000176592,0.000168723,0.000161806,0.000155811,0.000151768,0.00014956,0.000146834,0.000142312,0.000141037,0.000135951,0.000131222,0.000125709,0.000120451,0.000115753,0.000115753,0.000115753,0.000115753
lao,kt/1000,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007065048,0.007535349,0.007445216,0.007574986,0.007671502,0.007509649,0.007619288,0.007637874,0.008056595,0.008056595,0.008056595,0.008056595,0.008056595,0.008056595
lbr,kt/1000,0.000203025,0.000203025,0.000203025,0.000203025,0.000203025,0.000203025,0.000203025,0.000203025,0.000203025,0.000203025,0.000203919,0.000203196,0.000204082,0.000203749,0.000204163,0.000205984,0.000207842,0.000209642,0.000209839,0.000210291,0.000212839,0.000217686,0.000221288,0.000225088,0.00023139,0.00023546,0.000249668,0.000252288,0.000250562,0.000239829,0.000229595,0.000236221,0.000237111,0.000237672,0.000232033,0.000222853,0.000211047,0.000195271,0.000181368,0.000187477,0.00018568,0.00018314,0.000185763,0.000186508,0.000186271,0.000184263,0.000181669,0.000178568,0.000175692,0.000173227,0.000173227,0.000173227,0.000173227
lca,kt/1000,0.003431516,0.003431516,0.003431516,0.003431516,0.003431516,0.003431516,0.003431516,0.003431516,0.003431516,0.003431516,0.003348156,0.003535841,0.003973526,0.00393424,0.004162312,0.004113064,0.005018991,0.002843855,0.00353988,0.002007492,0.002568135,0.003568441,0.003122582,0.003791223,0.004796119,0.004733002,0.004646096,0.004588431,0.006531603,0.004413965,0.006310254,0.006286847,0.00624587,0.010063624,0.013790886,0.017419743,0.019185245,0.004129653,0.004081608,0.004048145,0.004023263,0.002208393,0.002199019,0.002193536,0.002168077,0.002146167,0.002119508,0.002094248,0.002071188,0.002052095,0.002052095,0.002052095,0.002052095
lie,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lso,kt/1000,0.000226241,0.000226241,0.000226241,0.000226241,0.000226241,0.000226241,0.000226241,0.000226241,0.000226241,0.000226241,0.000234066,0.000236578,0.000243919,0.000251808,0.000246433,0.000239298,0.000246929,0.000245575,0.000247836,0.00024651,0.000218906,0.000225422,0.00020876,0.000200947,0.000204008,0.00022322,0.000234103,0.000236045,0.000230129,0.000223034,0.000195008,0.000205324,0.0002218,0.000215461,0.000233916,0.000230174,0.000227727,0.00021805,0.000230771,0.000240554,0.000246662,0.000282427,0.000252248,0.000237202,0.000235146,0.000228354,0.00022145,0.000215207,0.00020804,0.000203996,0.000203996,0.000203996,0.000203996
lux,kt/1000,0.001010264,0.001010264,0.001010264,0.001010264,0.001010264,0.001010264,0.001010264,0.001010264,0.001010264,0.001010264,0.000982698,0.000956801,0.000993305,0.001062294,0.001050626,0.001014598,0.001019488,0.001018968,0.001043442,0.001053802,0.001059735,0.001043182,0.001054902,0.001097878,0.00111899,0.001119139,0.001140132,0.001147925,0.001162456,0.001201987,0.001237622,0.001318217,0.001186172,0.001110394,0.001074253,0.001064113,0.001032785,0.000998051,0.001016278,0.000992296,0.000838584,0.000866665,0.000700631,0.000879084,0.000754806,0.000732099,0.000681036,0.000667323,0.000654959,0.000658248,0.0006747,0.0006237,0.000611505
mac,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mdg,kt/1000,0.000645284,0.000645284,0.000645284,0.000645284,0.000645284,0.000645284,0.000645284,0.000645284,0.000645284,0.000645284,0.000648288,0.000662597,0.00058818,0.000587038,0.000561857,0.000548375,0.000576291,0.000639108,0.000653697,0.000692333,0.000725151,0.000774153,0.000782634,0.00066113,0.000788222,0.000805101,0.000732439,0.000721036,0.000656282,0.000718384,0.000714926,0.000721215,0.000765844,0.00076416,0.000811819,0.000834133,0.00073705,0.000730715,0.000707027,0.000702609,0.000669504,0.000621869,0.000608712,0.000594027,0.000594693,0.000587622,0.000583992,0.000578899,0.000574164,0.000568733,0.000568733,0.000568733,0.000568733
mdv,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhl,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mli,kt/1000,0.00044373,0.00044373,0.00044373,0.00044373,0.00044373,0.00044373,0.00044373,0.00044373,0.00044373,0.00044373,0.000450954,0.000411634,0.000468462,0.00034884,0.000307749,0.000424797,0.000550471,0.000469795,0.000520955,0.000549871,0.000467012,0.000535878,0.000423158,0.000996983,0.000661697,0.000564585,0.000593423,0.000597891,0.000592344,0.000591668,0.000619553,0.000646019,0.000667751,0.000647712,0.00064667,0.000640801,0.001028139,0.000769474,0.000787666,0.000644231,0.000651933,0.000658017,0.000653075,0.000641292,0.000629865,0.000618666,0.000607069,0.00059652,0.000587726,0.000576377,0.000576377,0.000576377,0.000576377
mlt,kt/1000,0.001041078,0.001041078,0.001041078,0.001041078,0.001041078,0.001041078,0.001041078,0.001041078,0.001041078,0.001041078,0.001091761,0.001103447,0.000976409,0.000939964,0.000971672,0.001093913,0.001299371,0.001286692,0.001196211,0.001240142,0.000969683,0.001025473,0.001338619,0.001535871,0.001840552,0,0.001844844,0,0,0.001872943,0.001884217,0.001912678,0.001905005,0.001882358,0.001771772,0.001659301,0.001704272,0.001667894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mne,kt/1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
